step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_mean,dim_var
0,-5.058017716399027,-6.0644237809290935,0.246,802,6.173922632138317,6.64098017884252,0.297989437363182,-0.8304949998855591,-0.001626144046895206,0.9213624596595764,-7.0044176086068175,-5.058017716399027,0.939993827677724,0.0,0.05
1,-5.357248937079482,-6.868929053878999,0.099,873,6.90250437395937,7.445208680165889,0.32895130977862,-0.5878597497940063,-0.004286522511392832,0.5517848134040833,-7.4903641288123195,-5.357248937079482,0.6214350749333206,0.043279196070959314,0.09145666400828095
2,-3.340340319285432,-6.6188387649980935,0.098,873,6.878109294378554,7.787060393576467,0.6344040392462633,-0.5787830948829651,-0.000781722366809845,0.5665319561958313,-7.456892404171062,-3.340340319285432,0.8380536391729686,0.24218649700065487,0.07939968980499858
3,-4.823216874763013,-6.866576511393143,0.097,873,6.943294877451388,7.542393423001696,0.39561532376543795,-0.5778344869613647,-0.0042395927011966705,0.5403057336807251,-7.521129337637694,-4.823216874763013,0.6545528262445505,0.09999704481157129,0.09180126200182637
4,-5.364174928558953,-6.793805129094335,0.104,596,6.817128314146508,7.407201915311783,0.3586885617651206,-0.6034901142120361,-0.008540518581867218,0.5536138415336609,-7.420618466653598,-5.364174928558953,0.6268133375592627,-0.08054632015290172,0.091751193425196
5,-4.303422118590415,-6.450042581142214,0.14,165,6.5612977042389975,7.281150121704832,0.4843547688772775,-0.6570634245872498,-0.011465461924672127,0.6473855972290039,-7.218361106626311,-4.303422118590415,0.7683185254840967,-0.15571314076633938,0.07598595054995816
6,-2.2584000261925126,-5.873057890618627,0.298,873,6.120251196230616,6.998408226933605,0.6494321388193709,-0.9142559766769409,-0.0003541142796166241,1.001579999923706,-7.034507152308157,-2.2584000261925126,1.1614492616895298,0.2435213874437293,0.0341280718032276
7,-3.5733954338184732,-5.391119081579891,0.498,873,5.341268121576144,5.736727445138976,0.3551016982953318,-1.393987774848938,-0.0026155314408242702,1.3201833963394165,-6.735255924628789,-3.5733954338184732,1.3441368430488982,0.08061326063254459,0.02190787369377084
8,-5.036206871756612,-6.7349529456679385,0.111,596,6.776974169415942,7.413019785747967,0.3996872213844608,-0.6126809120178223,-0.010970226489007473,0.5615376234054565,-7.389655017179026,-5.036206871756612,0.6547020715110874,-0.11006411180676415,0.09021071370387189
9,-2.793720257753269,-6.309061040665654,0.167,873,6.578230176641471,7.508722833388304,0.6580533559156456,-0.6778215169906616,-0.0003067725629080087,0.7155060172080994,-7.256051756279903,-2.793720257753269,0.9469907156142495,0.24996598795416647,0.05718618973535413
10,-2.4497386904823792,-5.579055497195546,0.446,873,5.6533437129033395,6.383233566964968,0.5709204303782728,-1.2591235637664795,-0.002780245617032051,1.2362709045410156,-6.912467215803931,-2.4497386904823792,1.3334117186083845,0.19759040315665605,0.022209649637304173
11,-2.145353905706317,-5.368679474903279,0.617,503,5.216104296825359,6.003895607927215,0.6193650616955088,-1.7137526273727417,-0.02419949322938919,1.4286638498306274,-6.929856991525272,-2.145353905706317,1.561177516621993,-0.25,0.01
12,-3.589854881502647,-4.9021534362672385,0.704,503,4.392292615004964,4.723494642890519,0.2250629432717771,-2.0156984329223633,-0.007693364284932613,1.499657154083252,-6.407990948412715,-3.589854881502647,1.5058375121454766,-0.008523299885283386,0.01
13,-2.893397342558177,-4.919732946318847,0.704,503,4.421452517852973,4.808604615367031,0.2925164089001029,-2.0131399631500244,-0.00736882584169507,1.500196933746338,-6.43459250085181,-2.893397342558177,1.5148595545329633,-0.054500873813204564,0.01
14,-3.4120751793262984,-4.897117261989681,0.703,503,4.391008405962252,4.734640190264507,0.23403003305918646,-2.014923095703125,-0.007332678884267807,1.5019692182540894,-6.405931479442157,-3.4120751793262984,1.5088142174524752,-0.019472538289120822,0.01
15,-3.410643563145849,-4.8971134512649686,0.703,503,4.391019532986562,4.734759140051953,0.2341281067757337,-2.0149238109588623,-0.007330997847020626,1.5019752979278564,-6.405943393703195,-3.410643563145849,1.5088299424382263,-0.01956280847482547,0.01
16,-3.4073440141246825,-4.897104512919945,0.703,503,4.391046438910709,4.735034437267599,0.23435678351557193,-2.014925003051758,-0.007326794788241386,1.5019899606704712,-6.405971474717082,-3.4073440141246825,1.508866961797136,-0.019771475431859725,0.01
17,-3.2991188999691894,-4.929054600970934,0.7,873,4.4300586823091885,4.734154040061947,0.23471685061997877,-2.002931833267212,-0.008778666146099567,1.4960436820983887,-6.4329904272656,-3.2991188999691894,1.5039358262946658,0.02241257909687766,0.010067450082554046
18,-3.4051575384127393,-4.897099934752486,0.703,503,4.39106577514236,4.735219104731168,0.23451000330335312,-2.014925479888916,-0.00732415309175849,1.5019994974136353,-6.405991305320367,-3.4051575384127393,1.508891370567882,-0.019910737747603213,0.01
19,-2.008138587138996,-5.545486264358413,0.617,873,5.3629442620284555,6.113771718824195,0.5950372152069007,-1.6872904300689697,-0.017826801165938377,1.3934259414672852,-7.050234637350559,-2.008138587138996,1.5047483729921454,0.2445801217327922,0.010572070345574626
20,-3.4067293950037505,-4.897103381964704,0.703,503,4.391051754522234,4.735086134768961,0.2343996754714186,-2.0149247646331787,-0.007326194550842047,1.501991868019104,-6.405976437066313,-3.4067293950037505,1.5088730551016087,-0.01981052996920382,0.01
21,-3.4069388059879526,-4.89710358902955,0.703,503,4.39104993595499,4.735068544212697,0.23438508368213679,-2.014925241470337,-0.007326314225792885,1.5019919872283936,-6.40597522209342,-3.4069388059879526,1.50887163306387,-0.01979724755167525,0.01
22,-2.3091033116579274,-5.6068403235625395,0.303,165,5.838417891579857,6.67720295914398,0.6788502221312982,-0.9752517342567444,-0.005512142553925514,1.0389034748077393,-6.813669606241574,-2.3091033116579274,1.2068292826790348,-0.24899649285545894,0.03308343448645714
23,-3.4051563172394306,-4.8970999220821785,0.703,503,4.391065786109958,4.735219206997275,0.2345100879767782,-2.014925479888916,-0.00732415309175849,1.5019994974136353,-6.405991350957379,-3.4051563172394306,1.5088914288752007,-0.019910814679088618,0.01
24,-3.405434030246496,-4.897100608657727,0.703,503,4.391063268860992,4.735195619974615,0.23449051774301433,-2.0149247646331787,-0.0073245130479335785,1.501997470855713,-6.405988117903661,-3.405434030246496,1.5088875092459335,-0.019893065070451577,0.01
