step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_amount,dim_salt_vs_pepper
0,-1.1361558191678247,-1.135682684835848,0.53,95,1.064743346032822,1.1497175663597117,0.045897007851028404,-1.4357730150222778,-0.022470111027359962,1.363359808921814,-2.5005163401375947,-1.1361558191678247,1.3648336553017466,0.05,0.5
1,-1.824344047399816,-3.0309042113048914,0.08,44,3.2469641003898597,3.9982727513048983,0.4131818806079737,-0.5314100384712219,-0.00021352662588469684,0.7212611436843872,-3.778374122036448,-1.824344047399816,0.7474699107315564,0.15077401411406047,0.8969725636457258
2,-2.8674317245503818,-4.562471809777032,0.01,44,4.714916810478096,5.428704932855783,0.4416172585811541,-0.46815159916877747,-0.0010066925315186381,0.48960793018341064,-5.183068350106257,-2.8674317245503818,0.6205965403292254,0.24624951856031432,0.7656855112099844
3,-2.0361496992899304,-3.4500105347379666,0.08,44,3.7243374037305856,4.592760235085315,0.4756360484062774,-0.530971348285675,-0.0013565677218139172,0.7564247846603394,-4.255308764565833,-2.0361496992899304,0.8052982298278665,0.17799858150955422,0.900724852908776
4,-1.580177105280753,-1.9407726657627233,0.32,25,2.074622014386991,2.5572664913937366,0.2670897492696108,-0.9247952103614807,-0.0028529891278594732,1.0532251596450806,-2.999417265109663,-1.580177105280753,1.0586445993469396,0.09133776632660716,0.900179661741023
5,-1.1036855663365532,-1.3010739527250235,0.5,25,1.2481800901475126,1.4230965616447804,0.11221241114781032,-1.3682061433792114,-0.04794631153345108,1.307884931564331,-2.616386374193686,-1.1036855663365532,1.3153124214686627,0.0552576924321571,0.7285136837662111
6,-3.370713095451838,-4.106070336346386,0.03,81,4.214113988852145,4.65977162867096,0.30677452272631434,-0.4695054590702057,-0.001177288475446403,0.48803409934043884,-4.683619446864136,-3.370713095451838,0.5775491105177504,0.24689026597299008,0.2727278929684782
7,-2.1886313929702,-2.8049875787739196,0.17,93,2.925169823994715,3.5667486226926997,0.3615924348620921,-0.6625938415527344,-0.06900468468666077,0.7064048051834106,-3.5877636669630597,-2.1886313929702,0.78277608818914,0.1686943651036214,0.1396635135543936
8,-1.3618749054846293,-1.6355986423447664,0.36,25,1.7747887870683534,2.1693289747791376,0.22274263891379406,-1.079506278038025,-0.003992230631411076,1.2243876457214355,-2.854295014116467,-1.3618749054846293,1.2186963717717008,0.07716922633275321,0.8834055492199383
9,-3.934657383574116,-4.607756752512824,0.03,44,4.569354722048605,4.886998436616649,0.1796168046955141,-0.6096717715263367,-0.000964391219895333,0.5291407108306885,-5.1790264747174035,-3.934657383574116,0.5712697222045794,0.2499836742179999,0.5238051771183004
10,-2.688055142684506,-3.526446402254201,0.06,13,3.7322086740338447,4.534039507581598,0.45098936147051183,-0.5524693727493286,-0.01769186556339264,0.6121329069137573,-4.284678044007832,-2.688055142684506,0.7582316417536307,0.22484339351519492,0.14294951827286764
11,-0.781812431463034,-1.7717910662846574,0.87,62,0.18820976395164762,0.253486167170085,0.03411743509588025,-2.90228271484375,-0.5720526576042175,1.3216851949691772,-3.0904921366647375,-0.781812431463034,1.31870107038008,0.01,0.01
12,-0.3428762380630809,-1.401696191765455,0.84,32,0.23290438702377914,0.2591130562041214,0.01724005060929519,-2.6306962966918945,-0.11186958104372025,1.4640870094299316,-2.863600791972609,-0.3428762380630809,1.4619046002071543,0.01,0.6596785417093084
13,-0.9777375966857286,-1.0946607377537558,0.47,93,1.1024360972571223,1.2050104299608542,0.0712905674461116,-1.3596999645233154,-0.010335144586861134,1.3719669580459595,-2.4621362086034417,-0.9777375966857286,1.367475470849686,0.05476111511460311,0.32167116164985754
14,-0.9412982030509421,-1.0640713027629782,0.51,93,1.0138600080734699,1.097704783921444,0.05730225721399945,-1.4464597702026367,-0.0054911659099161625,1.397681474685669,-2.46031985902643,-0.9412982030509421,1.396248556263452,0.049729143105320825,0.35183558133144466
15,-0.8868958549423304,-1.053767361878046,0.58,93,0.8908355454041628,0.9639174413513704,0.0497477097720716,-1.5817887783050537,-0.006250983569771051,1.4197427034378052,-2.472624179824535,-0.8868958549423304,1.4188568179464889,0.04316760265896467,0.3524358566175029
16,-0.9005733254149779,-1.3034213014522311,0.69,0,0.7162452759289437,0.927980590081321,0.10820851231881361,-2.0807180404663086,-0.21155385673046112,1.5037963390350342,-2.7969631886923008,-0.9005733254149779,1.4935418872400696,0.028423852021291024,0.99
17,-0.8215119511410571,-1.0308601842831693,0.56,93,0.8851759627628871,0.9751962158104849,0.06284609436245943,-1.589086651802063,-0.004070568364113569,1.4464598894119263,-2.474262451504337,-0.8215119511410571,1.4434022672211677,0.04374154287322269,0.29881601768303406
18,-0.9304598137266705,-1.1331157690657858,0.57,93,0.9142657157910742,1.0713520001160302,0.09445321429604932,-1.6504030227661133,-0.010942686349153519,1.4374881982803345,-2.5646687466410674,-0.9304598137266705,1.4315529775752815,0.046996732470416296,0.20197423156770333
19,-0.741952931571913,-0.9749847159239788,0.6,32,0.735478365213222,0.7975854624923386,0.04241868830258854,-1.733083963394165,-0.008716673590242863,1.4943974018096924,-2.468562278325281,-0.741952931571913,1.4935775624013021,0.035367121326138055,0.34834136229029267
20,-0.63478211986661,-1.0643740517910945,0.7,95,0.5837168056708545,0.6338626831539557,0.03440627214258926,-1.9777714014053345,-0.024941764771938324,1.4971493482589722,-2.561488115955588,-0.63478211986661,1.4971140641644936,0.027702212540216688,0.346378608304486
21,-0.8135586583909018,-1.034499236007692,0.62,95,0.7656288925672696,0.8249882096645265,0.03950210135466691,-1.7248867750167847,-0.014014355838298798,1.457279086112976,-2.4905158310497924,-0.8135586583909018,1.4560165950421005,0.036546511886014606,0.3816861981699236
22,-1.208213368254104,-1.5387237719943219,0.47,32,1.4422300212496222,1.9367280222178862,0.25822280679157733,-1.3149563074111938,-0.11345333606004715,1.2320417165756226,-2.757186455544204,-1.208213368254104,1.2184626835498822,0.08181127043748261,0.01
23,-0.815598912041991,-1.0181311230984909,0.61,95,0.7728881645137156,0.8346936704700858,0.04137501031675222,-1.714915156364441,-0.008640436455607414,1.4712203741073608,-2.4878031147019652,-0.815598912041991,1.4696719916034744,0.0370979193171532,0.36602495705592125
24,-0.7656127140937111,-1.0624489009994453,0.66,95,0.7175616039293976,0.7709166169713558,0.030182241221227223,-1.7999464273452759,-0.015904106199741364,1.4556617736816406,-2.5175079148220987,-0.7656127140937111,1.4550590138226533,0.033396537268718225,0.4527597300168375
