step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_size
0,-1.7645596396590186,-2.5809796911057257,0.66,54,2.1525591108800057,3.829935264268793,0.5565318290962706,-1.7423269748687744,-0.20035189390182495,1.2528527975082397,-3.8948860243559964,-1.7645596396590186,1.3139063332502707,5.0
1,-2.6354419443536248,-3.5207827435804897,0.02,52,3.295317238874813,4.742352441749115,0.6576653062894574,-0.9445786476135254,-0.23189246654510498,0.3941594958305359,-4.239895792313,-2.6354419443536248,0.7191130487325101,29.74136121495401
2,-3.3620055529692685,-5.052995406979688,0.0,0,3.628990919334758,5.295486661321321,0.7093522611683581,-2.519813299179077,-0.6851678490638733,0.7784903645515442,-6.14880438898312,-3.3620055529692685,1.0958089820034311,45.34862818228629
3,-3.331145781054603,-5.084723170232948,0.0,0,3.6952300341491817,5.398758684553191,0.7214554116295107,-2.4585652351379395,-0.6261149048805237,0.7614839673042297,-6.1537954171066405,-3.331145781054603,1.069072246873692,49.23427670606418
4,-3.3745858138551026,-4.910165185853417,0.0,59,3.503646158863495,5.096014611521983,0.6880896402924924,-2.530290126800537,-0.6371288299560547,0.8236058354377747,-6.033936248113107,-3.3745858138551026,1.1237710622596893,38.784275560499225
5,-2.9023811022948394,-3.962861819782902,0.01,59,3.4291087958129016,4.973203692838985,0.6765997328245178,-1.2850733995437622,-0.47445085644721985,0.38012877106666565,-4.714182245722588,-2.9023811022948394,0.7513204259396861,35.299710391533985
6,-3.3516406808771415,-5.055831711901147,0.0,0,3.632321466307979,5.300704539675628,0.7099461440856144,-2.5207934379577637,-0.6733922362327576,0.7808046936988831,-6.153114923935276,-3.3516406808771415,1.097283212034129,45.5362426454388
7,-2.1033472719631083,-2.9408481736962315,0.11,31,2.9079799528592383,4.307719802480968,0.6148426224785782,-0.7400987148284912,-0.07522623240947723,0.4572817385196686,-3.6480786872082507,-2.1033472719631083,0.7072305135120192,17.606460625015632
8,-3.3530841062088386,-5.055442431945799,0.0,0,3.631838479165607,5.299947978473494,0.7098599024022741,-2.5208563804626465,-0.6750401854515076,0.7805941104888916,-6.15269493413406,-3.3530841062088386,1.097252502188261,45.508983087051156
9,-2.133508556549936,-2.803105716079464,0.29,52,2.5523225578769897,4.118785315554664,0.5869245922483619,-1.0153067111968994,-0.3679494857788086,0.6474347710609436,-3.5676292088731985,-2.133508556549936,0.7645234927937344,10.240112204898741
10,-2.9733238261953527,-4.094867811743633,0.01,59,3.4646362032516413,5.0323541702410095,0.6820034235637393,-1.386610984802246,-0.5765666961669922,0.37945425510406494,-4.851247132025521,-2.9733238261953527,0.756379320281888,36.925684188310555
11,-1.5941003092845984,-2.8339898682388736,0.97,58,0.9448396317268177,1.8315439104817972,0.2810051341267979,-3.1395134925842285,-0.6931472420692444,1.2143423557281494,-4.084353557636814,-1.5941003092845984,1.2503636893979406,1.0
12,-1.5941003092845984,-2.8339898682388736,0.97,58,0.9448396317268177,1.8315439104817972,0.2810051341267979,-3.1395134925842285,-0.6931472420692444,1.2143423557281494,-4.084353557636814,-1.5941003092845984,1.2503636893979406,1.0
