step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_sigma
0,-0.9285879154877487,-2.870805332976717,0.73,728,2.080648732541344,3.447078867623054,0.413828470425974,-2.6694891452789307,-1.78815535036847e-05,1.792618989944458,-4.750138011009904,-0.9285879154877487,1.879332678033187,0.1
1,-0.9389036437233736,-2.475535591145839,0.078,914,2.8888067038191565,4.7170636392940155,0.5960312811879467,-0.5591960549354553,-2.8431819373508915e-05,0.7697306871414185,-3.4480027503371713,-0.9389036437233736,0.9724671591913322,0.5906928082204994
2,-1.105341345679266,-2.677124588639021,0.034,625,3.014458060907155,4.841200577545451,0.6290164522599465,-0.4740297794342041,0.0,0.49450260400772095,-3.4884878467064513,-1.105341345679266,0.8113632580674299,0.9060233040910903
3,-1.105341345679266,-2.697968338086617,0.033,625,3.0294650582741034,4.84590153969453,0.6352136918477004,-0.47148072719573975,0.0,0.46936771273612976,-3.5009457976002962,-1.105341345679266,0.8029774595136792,0.9845292640612966
4,-1.0725207698933845,-2.630218854421697,0.046,914,2.9742413430371952,4.858806015662943,0.6155018156368411,-0.48846715688705444,-4.5895681068941485e-06,0.5639405250549316,-3.462708499400889,-1.0725207698933845,0.8324896449791921,0.7733965878549843
5,-1.1053450858707257,-2.572610052049353,0.058,625,2.9454799326203553,4.82485136985827,0.6076022071143276,-0.5205938220024109,-7.271793037944008e-06,0.6588252186775208,-3.4660737473329033,-1.1053450858707257,0.8934636952835503,0.7029941487269111
6,-1.105341345679266,-2.677790173236372,0.033,625,3.0153100187508577,4.841180010970685,0.6293641706118042,-0.47375139594078064,0.0,0.49330368638038635,-3.4890614229020915,-1.105341345679266,0.8112712496657196,0.9098138820200901
7,-0.9144864991925205,-2.2104629455538,0.214,625,2.686253253506454,4.339041589494628,0.5586428336838052,-0.8938332796096802,-7.152560215217818e-07,1.2394994497299194,-3.5800865571837863,-0.9144864991925205,1.3696236116299865,0.3455182860972546
8,-1.105341345679266,-2.6776636945946892,0.033,625,3.0151863530695273,4.841185198873388,0.6293135499513804,-0.4737623333930969,0.0,0.4934313893318176,-3.48894867238661,-1.105341345679266,0.8112849777919207,0.909263127677156
9,-1.0229956936971676,-2.200484072273453,0.445,914,2.4378892065976308,3.985636701511286,0.5205841562090832,-1.5834285020828247,-1.6689314179529902e-06,1.6971193552017212,-4.0213176464527,-1.0229956936971676,1.8208335741792472,0.19668798128264803
10,-1.0756779191129624,-2.6020137685910374,0.051,914,2.959471225297181,4.847640068109297,0.6111695453956245,-0.5050719976425171,-7.271793037944008e-06,0.6147971749305725,-3.4645432407822554,-1.0756779191129624,0.8625294721912181,0.7358454560495398
11,-0.7476906442779836,-2.1542477666429547,0.402,914,2.470933087109831,4.0632914161807845,0.5274656677483597,-1.4629395008087158,-1.4305124977909145e-06,1.6539456844329834,-3.933872579415468,-0.7476906442779836,1.7796248127725134,0.21229275493035968
12,-0.7593097116889601,-2.1360941478555597,0.326,914,2.5552322757533674,4.214121341312978,0.5399985673870106,-1.220130443572998,-5.960466182841628e-07,1.5165901184082031,-3.7753627839083617,-0.7593097116889601,1.6392686360528022,0.2584715604510204
13,-0.7442289708829662,-2.132399799626926,0.351,914,2.5213515459816693,4.158419460577903,0.5357683591908289,-1.3070002794265747,-1.1920935776288388e-06,1.5716389417648315,-3.828351722349018,-0.7442289708829662,1.695951922722092,0.23904148300567385
14,-0.9482644853381774,-2.320501315707519,0.139,625,2.789887603259077,4.429027218516573,0.578467442940387,-0.7013261914253235,-2.563032649050001e-05,1.0190777778625488,-3.491213763376331,-0.9482644853381774,1.170712447668812,0.44460147334428585
15,-0.7820587602188691,-2.1577740219659587,0.287,914,2.605813487991413,4.266226026806219,0.5461975017028883,-1.0939860343933105,-1.0728841743912199e-06,1.420544147491455,-3.69979951850277,-0.7820587602188691,1.5420254965368116,0.2898233232310123
16,-0.7439973805914859,-2.132969055945739,0.352,914,2.5215785301220213,4.158935664291904,0.535799045177186,-1.3068138360977173,-1.1920935776288388e-06,1.5711393356323242,-3.828392336786113,-0.7439973805914859,1.695423280840374,0.23916795146133601
17,-0.7435769185802976,-2.1342694651920078,0.353,914,2.52471644656278,4.166231803990532,0.5362208161316365,-1.3003957271575928,-1.1920935776288388e-06,1.5664652585983276,-3.8251121717573944,-0.7435769185802976,1.6908427065653866,0.2409226569481829
18,-0.757349735619187,-2.1390377803158094,0.338,914,2.5464161507283154,4.204243407485808,0.538953607085857,-1.2477048635482788,-7.152560215217818e-07,1.5308432579040527,-3.794120918685022,-0.757349735619187,1.6550831383692128,0.2532729307743357
19,-0.7445448031253445,-2.1356528509065473,0.365,914,2.50901786902516,4.1322522254689,0.5340660284735423,-1.3424230813980103,-1.4305124977909145e-06,1.590528964996338,-3.8514409548610486,-0.7445448031253445,1.7157881039545013,0.23222384483555936
20,-1.0693496922322772,-2.388422965279179,0.113,914,2.8384818767122404,4.5576808477255994,0.5875027248973024,-0.625105619430542,-3.49289330188185e-05,0.8904967308044434,-3.463587536355363,-1.0693496922322772,1.0751645710761841,0.5099612805266113
21,-0.7464650430519199,-2.1355328153174424,0.36,914,2.5131123545082534,4.140596893741427,0.5346458923458526,-1.3312253952026367,-1.1920935776288388e-06,1.5845063924789429,-3.8443376506734275,-0.7464650430519199,1.7088048353559848,0.23446106767932978
22,-0.7449741120215323,-2.1347979753131954,0.353,914,2.5253737285057616,4.167780172582699,0.5363089594889073,-1.299301266670227,-1.1920935776288388e-06,1.5655333995819092,-3.824675085759818,-0.7449741120215323,1.6898771104466226,0.24129173803696405
23,-0.7445717260786453,-2.134628628395956,0.353,914,2.5251851713891034,4.167335821663561,0.536283750037686,-1.2996017932891846,-1.1920935776288388e-06,1.5658026933670044,-3.824787078027512,-0.7445717260786453,1.690158449631556,0.2411858666322096
24,-0.7630643133203648,-2.1376706124855405,0.324,914,2.55830491156223,4.217629101805135,0.5403514259998435,-1.2124255895614624,-7.152560215217818e-07,1.5108169317245483,-3.770730330631088,-0.7630643133203648,1.633059718145548,0.2603152741081439
