step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_amount,dim_salt_vs_pepper
0,-0.924322187572082,-1.2050818594593289,0.547,332,1.062071154425326,1.1521824709849326,0.05130641783468445,-1.5564053058624268,-0.006385643966495991,1.4143567085266113,-2.6184764358954835,-0.924322187572082,1.4133945764361546,0.05,0.5
1,-1.029692628333767,-2.9408725574208203,0.143,359,3.2117233883716843,4.062963537589127,0.42490267723920133,-0.5965880155563354,-0.00018502993043512106,0.7918835282325745,-3.8083113950315175,-1.029692628333767,0.867438837610697,0.15077401411406047,0.8969725636457258
2,-2.2205786323950143,-4.44383326389493,0.033,359,4.677265360271411,5.528510954183378,0.45829463469572607,-0.3612121045589447,-0.00029794839792884886,0.3777250647544861,-5.038477444522197,-2.2205786323950143,0.5946441806272674,0.24624951856031432,0.7656855112099844
3,-1.159367969454406,-3.392109218591604,0.108,359,3.6841624521502663,4.664759118462858,0.4887025666851769,-0.5088814496994019,-0.00015558023005723953,0.6652942895889282,-4.193043922565775,-1.159367969454406,0.8009347039741713,0.17799858150955422,0.900724852908776
4,-0.6615572854261644,-1.8641145564319577,0.322,359,2.0517531779642066,2.600285418359599,0.2746445129487276,-0.9883597493171692,-0.0009213160374201834,1.1658772230148315,-3.04011287740946,-0.6615572854261644,1.1759983209775022,0.09133776632660716,0.900179661741023
5,-0.6608251967054692,-1.2958196479258646,0.505,359,1.2384071902785172,1.4417985483956086,0.11836603944560382,-1.4346418380737305,-0.006119939498603344,1.3757799863815308,-2.67304907437169,-0.6608251967054692,1.3772294264458254,0.0552576924321571,0.7285136837662111
6,-2.9881906744678783,-4.170197465352157,0.051,991,4.23423520216382,4.65977162867096,0.29064864488968994,-0.4560593068599701,-0.0003095152205787599,0.47692713141441345,-4.690294499685244,-2.9881906744678783,0.5200970343330868,0.24689026597299008,0.2727278929684782
7,-1.2739588461562288,-2.7954977603056856,0.185,168,2.951044424268156,3.6295751758353485,0.3425127955134159,-0.7075749635696411,-0.0024077051784843206,0.8469509482383728,-3.6586194042972937,-1.2739588461562288,0.863121643991608,0.1686943651036214,0.1396635135543936
8,-0.5827494181343348,-1.6328533436098616,0.387,359,1.7557885740463075,2.207751401107211,0.2292238790121544,-1.149958610534668,-0.0029418785125017166,1.270389199256897,-2.905747212813786,-0.5827494181343348,1.2728938692039244,0.07716922633275321,0.8834055492199383
9,-3.4478528169423646,-4.508069404282698,0.031,359,4.557468522152605,4.921105530312685,0.19877778550108754,-0.4099130928516388,-0.0009642718941904604,0.40808790922164917,-4.967381609471315,-3.4478528169423646,0.4593122051886173,0.2499836742179999,0.5238051771183004
10,-1.8445695734167897,-3.619053130967649,0.104,168,3.7659941354827704,4.6241281065785,0.4265170316676094,-0.5624412298202515,-0.0007903121877461672,0.6415261626243591,-4.328435339328668,-1.8445695734167897,0.7093822083610192,0.22484339351519492,0.14294951827286764
11,-0.2551440225011862,-1.3649626895170104,0.878,999,0.1906073645956419,0.27114978692000297,0.03261410172378928,-2.6353986263275146,-0.025728926062583923,1.4632341861724854,-2.8260060246333087,-0.2551440225011862,1.4610433351162984,0.01,0.01
12,-0.15418404066614844,-1.2774192995585392,0.844,359,0.23371373925302769,0.2671155629837539,0.020942842937403363,-2.5328257083892822,-0.02355479635298252,1.4887621402740479,-2.7665394907495067,-0.15418404066614844,1.4891201911909675,0.01,0.697154253257085
13,-0.6268301147660671,-1.1212576796081117,0.676,332,0.6972451195762235,0.753989071435108,0.0330514244022678,-1.9241352081298828,-0.01807657815515995,1.5005642175674438,-2.6213804064997213,-0.6268301147660671,1.5001227268916095,0.03219301048518343,0.4812780370411404
14,-0.23691339262407712,-1.3033820108809224,0.853,332,0.21203105279112383,0.2299460344449181,0.012428320692752386,-2.575157880783081,-0.032129254192113876,1.483934760093689,-2.7871890216549686,-0.23691339262407712,1.4838070107740462,0.01,0.36198697163404037
15,-0.3547250576719221,-1.2094904105736748,0.637,500,0.8782531128196236,1.2436639960979952,0.14832808246011217,-1.7986656427383423,-0.003719204105436802,1.4787893295288086,-2.6769187701024304,-0.3547250576719221,1.4674283595287556,0.047818681178743765,0.01
16,-0.6520907189897167,-1.1262644861036561,0.651,739,0.7698450944985884,0.8397588553980266,0.048097419173446954,-1.8380740880966187,-0.008181450888514519,1.483177661895752,-2.607919134068645,-0.6520907189897167,1.4816546479649888,0.03747527274415844,0.32418430306200363
17,-0.32024272339702864,-1.1983968415084525,0.671,359,0.7440839677434735,0.9991565887977116,0.11641629465205514,-1.9619883298873901,-0.04132797569036484,1.5117018222808838,-2.706072179218786,-0.32024272339702864,1.5076753377103334,0.029939472426486397,0.99
18,-0.5619134849301068,-1.132031719473861,0.669,359,0.7240323681091521,0.806599035807566,0.0524613203334898,-1.9109315872192383,-0.011704367585480213,1.502650499343872,-2.6349639443397153,-0.5619134849301068,1.5029322248658543,0.03217591237161468,0.6303907581512596
19,-0.6597137771048183,-1.1344837649534174,0.674,739,0.7195375643673463,0.771181382808731,0.0339770310992929,-1.90615713596344,-0.009096985682845116,1.4916050434112549,-2.6256946926380613,-0.6597137771048183,1.491210927684644,0.03388448023159244,0.4153188545002089
20,-0.5555635751114102,-1.136825906954055,0.679,739,0.7148877726496823,0.8147030672603958,0.06261054271536944,-1.9120134115219116,-0.0071672131307423115,1.4922758340835571,-2.626901149891938,-0.5555635751114102,1.4900752429378832,0.03550637929147931,0.23494781160838174
21,-0.6283277171218796,-1.138356617203981,0.668,332,0.7272013275343062,0.7914556416947767,0.03773250196476912,-1.8979238271713257,-0.018632913008332253,1.4868807792663574,-2.6251250861118613,-0.6283277171218796,1.4867684689078804,0.03325128889560314,0.5226095002574175
22,-0.418303408036568,-1.1478720091280232,0.675,359,0.7298984854033366,0.8619714021182372,0.07442933587099668,-1.925508975982666,-0.014800944365561008,1.5066840648651123,-2.6554075445000236,-0.418303408036568,1.5075355353720004,0.03122189361949619,0.7539424407472747
