step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_amount,dim_salt_vs_pepper
0,-0.8834222031372598,-1.2362121495436038,0.581,802,1.061605446976349,1.1521824709849326,0.051460521031346386,-1.561745524406433,-0.010105296038091183,1.3887261152267456,-2.623350888548158,-0.8834222031372598,1.3871387390045542,0.05,0.5
1,-1.3959003327174222,-3.012222350495761,0.188,802,3.2075493907688957,4.062963537589127,0.4262025224598232,-0.6945315003395081,-0.0009180944180116057,0.8107094168663025,-3.902080841340504,-1.3959003327174222,0.8898584908447433,0.15077401411406047,0.8969725636457258
2,-2.4682203682281036,-4.543067837045606,0.053,873,4.672772714052995,5.528510954183378,0.4596899973653373,-0.498695433139801,-0.00030259895720519125,0.41104963421821594,-5.171468153011845,-2.4682203682281036,0.6284003159662388,0.24624951856031432,0.7656855112099844
3,-1.422437187526906,-3.4532770038289025,0.134,873,3.6793809196571075,4.664759118462858,0.4902074122022654,-0.6120936274528503,-0.0005792864831164479,0.7039915323257446,-4.2914745604604665,-1.422437187526906,0.8381975566315638,0.17799858150955422,0.900724852908776
4,-1.0134791625146646,-1.93850251241566,0.351,873,2.049032105589923,2.600285418359599,0.2754610187287636,-1.0555329322814941,-0.001849811407737434,1.161515474319458,-3.104565050547998,-1.0134791625146646,1.1660625381323377,0.09133776632660716,0.900179661741023
5,-0.831696074015433,-1.3233913502735326,0.518,383,1.2372171122644475,1.4417985483956086,0.11861205806943093,-1.4422451257705688,-0.008680718950927258,1.360672950744629,-2.679462185352892,-0.831696074015433,1.3560708350793595,0.0552576924321571,0.7285136837662111
6,-2.8693348851640987,-4.292362628955821,0.071,993,4.235291887933241,4.65977162867096,0.2915953864160448,-0.5571047067642212,-0.01485847495496273,0.43366101384162903,-4.792396614942552,-2.8693348851640987,0.500033985986731,0.24689026597299008,0.2727278929684782
7,-1.726580052797426,-2.8413157256053907,0.192,165,2.9528983538371762,3.6295751758353485,0.34389524155554474,-0.7309730052947998,-0.009496637620031834,0.8102563619613647,-3.6838714303679083,-1.726580052797426,0.8425557047625178,0.1686943651036214,0.1396635135543936
8,-0.9486032108046869,-1.6980391914341635,0.41,802,1.7535198519273445,2.207751401107211,0.22990749677156894,-1.1929991245269775,-0.002146161161363125,1.2514110803604126,-2.9465189833465746,-0.9486032108046869,1.248479791912411,0.07716922633275321,0.8834055492199383
9,-3.667375543988429,-4.615814906827681,0.055,412,4.5555779271316394,4.921105530312685,0.19905237180355392,-0.5238053202629089,-0.0015670411521568894,0.40784358978271484,-5.079383228347721,-3.667375543988429,0.46356832152004074,0.2499836742179999,0.5238051771183004
10,-2.099087367072185,-3.7106717571424106,0.12,165,3.768470545782889,4.6241281065785,0.42813341545722977,-0.6192185282707214,-0.019298626109957695,0.584336519241333,-4.387688993276279,-2.099087367072185,0.6770172361338684,0.22484339351519492,0.14294951827286764
11,-0.22687774338989636,-1.3287252624163006,0.866,230,0.19075617233791783,0.27114978692000297,0.03276081032754813,-2.5837533473968506,-0.01944599486887455,1.4475101232528687,-2.7745097458356756,-0.22687774338989636,1.445784483419375,0.01,0.01
