step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_amount,dim_salt_vs_pepper
12,-0.2734121762427246,-1.257552346451337,0.837,578,0.23317655363629522,0.2657129266935258,0.02063981429199045,-2.482724666595459,-0.07353520393371582,1.4583228826522827,-2.7159011723245206,-0.2734121762427246,1.4583488258731836,0.01,0.6917674712735451
13,-0.546059874493079,-1.1149775422474217,0.693,578,0.6466077389444043,0.7026501189291627,0.033044660071440524,-1.9527974128723145,-0.014734585769474506,1.4848716259002686,-2.599405212752224,-0.546059874493079,1.484427670504802,0.02931247751988069,0.5173809873000396
14,-0.21427244946142254,-1.2580602083527705,0.853,692,0.21175306661270193,0.22992185834532428,0.012655219208974585,-2.5067427158355713,-0.018065106123685837,1.4605146646499634,-2.718495803756934,-0.21427244946142254,1.4604355954041632,0.01,0.3585380404556743
15,-0.5233196327524452,-1.1960462632021016,0.664,277,0.8239937815502519,1.1666166295536606,0.13990846496516288,-1.8611655235290527,-0.0066010188311338425,1.4934160709381104,-2.685159237923496,-0.5233196327524452,1.4891129747213945,0.044656644210577454,0.01
16,-0.6069900409548006,-1.1537377961312465,0.692,744,0.6680796762554505,0.8983705890585271,0.10491710561778096,-1.9863877296447754,-0.01841748133301735,1.5084378719329834,-2.654467362727836,-0.6069900409548006,1.5007295665965896,0.026836396012587353,0.99
17,-0.6124359697200448,-1.1636193911571076,0.691,744,0.6849094007785589,0.9209730725317308,0.1075660492238838,-1.9764583110809326,-0.026739034801721573,1.5054306983947754,-2.6613676509081543,-0.6124359697200448,1.4977482597510468,0.027557128830225354,0.99
18,-0.6011994827328455,-1.1271906199448942,0.697,578,0.6727488005724974,0.7245581863575214,0.03118583191530509,-1.9426807165145874,-0.015010515227913857,1.4880942106246948,-2.615429545191606,-0.6011994827328455,1.4882389252467116,0.031130285429930675,0.44655937818227304
19,-0.512511207770489,-1.1297268635369693,0.674,578,0.7039476062984269,0.8085698110802084,0.06256106619581107,-1.916932225227356,-0.027011990547180176,1.492201566696167,-2.620879925963755,-0.512511207770489,1.4911530624267857,0.030418624915286734,0.6977398911808961
20,-0.5581954171286793,-1.115942288231325,0.694,751,0.653693226290119,0.7289772393610937,0.051405901857954676,-1.9559787511825562,-0.00884378980845213,1.4935331344604492,-2.609671965214607,-0.5581954171286793,1.493729676983282,0.032183177527157825,0.2643289144058376
21,-0.5976909339201589,-1.1182253968548672,0.69,578,0.6693886846344763,0.7212345473765438,0.031056060483804698,-1.9404215812683105,-0.01630733534693718,1.4914604425430298,-2.609810433047249,-0.5976909339201589,1.491585036192382,0.030853605816199593,0.452734998096457
22,-0.5572916338151075,-1.119537205705437,0.698,751,0.6420026339986439,0.7322089742047286,0.05678477162172641,-1.973552942276001,-0.01573104038834572,1.495883584022522,-2.6155556508419178,-0.5572916338151075,1.4960184451364809,0.03181898324985077,0.23083054939239436
23,-0.606682586188513,-1.11459880324094,0.693,751,0.670054329880489,0.7284745683764481,0.04022839592691158,-1.930967092514038,-0.008464955724775791,1.4864238500595093,-2.601021508016599,-0.606682586188513,1.4864227047756589,0.03225236977475952,0.3334719369690969
24,-0.6223627571023453,-1.1307926992974582,0.659,751,0.7519285202473561,0.8422275510734906,0.06070169347318933,-1.8535451889038086,-0.01059438195079565,1.4746571779251099,-2.6054736373042844,-0.6223627571023453,1.4746809380068262,0.03728046080066493,0.2607194885023613
