step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_size
0,-1.487049369078104,-3.1091080534619637,0.78,23,2.145148168185796,3.829935264268793,0.5782976071783986,-2.9130678176879883,-0.005424522794783115,1.7963693141937256,-5.058216739369626,-1.487049369078104,1.9491086859076618,5.0
1,-2.1068717232048835,-2.9540456701357476,0.02,62,3.2976038356299107,4.742352441749115,0.6710834667140708,-0.5488934516906738,-0.000133642548462376,0.553271472454071,-3.8464972672080915,-2.1068717232048835,0.8924515970723437,29.74136121495401
2,-2.053330304808794,-4.298607258441432,0.01,62,3.630387719733174,5.295486661321321,0.7107697052289331,-1.8983768224716187,-0.012409718707203865,0.919481635093689,-5.528764446483459,-2.053330304808794,1.2301571880420268,45.34862818228629
3,-2.0056736351548725,-4.405981135390675,0.01,62,3.6962671573777506,5.398758684553191,0.7202550195458831,-1.9209187030792236,-0.0026484003756195307,0.9417135715484619,-5.617185713906381,-2.0056736351548725,1.2112045785157055,49.23427670606418
4,-1.9210781252742843,-4.2121946775491415,0.0,38,3.5056330890255354,5.096014611521983,0.6945244174967079,-2.171351671218872,-0.0015279396902769804,1.1684714555740356,-5.676984658811738,-1.9210781252742843,1.464789981262596,38.784275560499225
5,-2.066047454924501,-4.0011493446544275,0.0,62,3.4312699679532193,4.973203692838985,0.6857631344524264,-2.1062185764312744,-3.641910006990656e-05,1.2470699548721313,-5.537488564023394,-2.066047454924501,1.536339219368966,35.299710391533985
6,-2.043529330854875,-4.3014865150095964,0.01,62,3.63369746631499,5.300704539675628,0.7112282379881406,-1.8986743688583374,-0.010392660275101662,0.9232075214385986,-5.532372080390561,-2.043529330854875,1.2308855653809652,45.5362426454388
7,-2.045598916820288,-2.3922549783855507,0.18,38,2.9092495476796505,4.307719802480968,0.6357329657610714,-0.848396897315979,-0.007603751495480537,1.2051632404327393,-3.757646458015519,-2.045598916820288,1.3653914796299684,17.606460625015632
8,-2.0447993898986687,-4.3008504933301035,0.01,62,3.633217441286161,5.299947978473494,0.7111615912886078,-1.8984885215759277,-0.010683540254831314,0.9227643609046936,-5.531705988473459,-2.0447993898986687,1.230855495143356,45.508983087051156
9,-1.6503831752435456,-2.438879916522967,0.49,23,2.5506126004072915,4.118785315554664,0.6097109737044174,-1.6120009422302246,-0.009286835789680481,1.6325335502624512,-4.162613342356596,-1.6503831752435456,1.7237334258336288,10.240112204898741
10,-1.9747046609238321,-4.1249533788293995,0.0,62,3.4667412254893897,5.0323541702410095,0.6899076274570135,-2.125960111618042,-0.00016046858218032867,1.1667062044143677,-5.592701403434626,-1.9747046609238321,1.4677480246052264,36.925684188310555
11,-1.8051920496063674,-2.3579427116839335,0.4,38,2.6815584701661184,4.1942528377035915,0.6192880847962364,-1.2079532146453857,-0.013823969289660454,1.3795922994613647,-3.8895116399403826,-1.8051920496063674,1.5315689282564493,12.583003627037051
12,-1.8784631766102518,-2.689306914384769,0.08,62,3.1095574906389825,4.508899072725592,0.6529217433139782,-0.5963690876960754,-0.0003334243665449321,0.7385001182556152,-3.7059266255475825,-1.8784631766102518,1.0166197111628137,23.199592401033406
13,-1.915891271107037,-2.2720345403417945,0.25,37,2.780551954199603,4.244202148991652,0.6262096266658694,-0.9711894392967224,-0.007382756564766169,1.3157795667648315,-3.7517413593866364,-1.915891271107037,1.479706819044842,14.618768262296522
14,-1.951090592834492,-2.2817714966035556,0.23,37,2.8098253878975714,4.258953069491087,0.628404689448347,-0.9328417778015137,-0.015853114426136017,1.3032786846160889,-3.7426671685303057,-1.951090592834492,1.4608956719267499,15.25865711997709
15,-1.9057559534750266,-2.2706111560540236,0.28,37,2.7672868877564394,4.237435420792303,0.6251280861498204,-0.9911743998527527,-0.00903515424579382,1.3197957277297974,-3.75846127567895,-1.9057559534750266,1.487850119624926,14.332317498219812
16,-1.9144531426754485,-2.2707546986665204,0.25,37,2.778779379844728,4.243295843879801,0.6260593411186078,-0.9730715155601501,-0.0075345649383962154,1.3165403604507446,-3.751850943195696,-1.9144531426754485,1.4810962445291753,14.580193363707831
17,-1.9145358671642714,-2.2708466370380904,0.25,37,2.7788794662494816,4.243347014971242,0.6260677742350313,-0.9729900360107422,-0.0075291600078344345,1.3164935111999512,-3.7518695091054446,-1.9145358671642714,1.4810228720673542,14.582369260412982
18,-1.914602253368778,-2.2709205639669876,0.25,37,2.7789591601737174,4.24338777095902,0.6260743554371329,-0.9729247093200684,-0.007525556720793247,1.3164561986923218,-3.7518838289533143,-1.914602253368778,1.4809632649863267,14.58410107921259
19,-1.9146602921637716,-2.270987278242352,0.25,37,2.779030050684098,4.243423981654817,0.6260802806195979,-0.9728649258613586,-0.007521773222833872,1.3164207935333252,-3.7518949689691476,-1.9146602921637716,1.4809076907267955,14.585642257063991
20,-1.9147252984069592,-2.2710645251593804,0.25,37,2.779109976950013,4.243464860291784,0.6260870553578641,-0.9727970361709595,-0.007516428362578154,1.3163793087005615,-3.7519070902763914,-1.9147252984069592,1.480842565117011,14.587381000024818
21,-1.9147947802106233,-2.2711362964691237,0.25,37,2.7791946947420376,4.243508197775779,0.6260942261652894,-0.9727155566215515,-0.007511924486607313,1.31633722782135,-3.7519101782687367,-1.9147947802106233,1.480773881799613,14.589224410123634
22,-1.9113594386544337,-2.2685639795331554,0.26,37,2.7749448981716553,4.241336902197254,0.6257411614655339,-0.9785507321357727,-0.007799084298312664,1.3180433511734009,-3.7534956218230793,-1.9113594386544337,1.4849316422899237,14.497047783185455
