step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_mean,dim_var
0,-5.032423330270758,-6.092352438163756,0.423,467,6.169681376347975,6.64098017884252,0.3049926767636642,-1.261844515800476,-0.0027606410440057516,1.3261889219284058,-7.431525749826296,-5.032423330270758,1.3391733116625395,0.0,0.05
1,-5.211812948176436,-6.7172710134703895,0.251,976,6.899225770387352,7.445208680165889,0.3382398165228743,-0.847204327583313,-0.00211838586255908,1.0044928789138794,-7.746430068809558,-5.211812948176436,1.0291590553391687,0.043279196070959314,0.09145666400828095
2,-3.2618006199694074,-6.538949302835905,0.251,976,6.877661632323477,7.787060393576467,0.6535481503804613,-0.8459668755531311,-0.00031094616861082613,1.0192710161209106,-7.723628489429959,-3.2618006199694074,1.1846791865940538,0.24218649700065487,0.07939968980499858
3,-4.7272326244559295,-6.728726778702215,0.245,976,6.94081844075196,7.542393423001696,0.40802239290359893,-0.8333027958869934,-0.0010493537411093712,0.9920688271522522,-7.7741212499303245,-4.7272326244559295,1.0453944712281096,0.09999704481157129,0.09180126200182637
4,-5.280959568931501,-6.638491370505852,0.242,560,6.812237261223552,7.395787713286232,0.36260600755063965,-0.8397581577301025,-0.004114737268537283,0.9935969710350037,-7.651995442519375,-5.280959568931501,1.0135040720135233,-0.08054632015290172,0.091751193425196
5,-4.01739021675402,-6.3380198514656545,0.281,182,6.555430189838158,7.281150121704832,0.48859045683380387,-0.9132674336433411,-0.003028204897418618,1.0673476457595825,-7.4686976717899,-4.01739021675402,1.1306778203242451,-0.15571314076633938,0.07598595054995816
6,-2.088839236130562,-5.986046264083102,0.481,976,6.119733523628922,6.998408226933605,0.6711268827662442,-1.4466496706008911,-0.0002301003987668082,1.4441736936569214,-7.56638312249427,-2.088839236130562,1.5803368584111683,0.2435213874437293,0.0341280718032276
7,-3.377974881397671,-5.669571160578798,0.63,467,5.338418293468743,5.732460740044678,0.36905507332928433,-1.9436852931976318,-0.0010961339576169848,1.5771472454071045,-7.282103545680731,-3.377974881397671,1.612532385101933,0.08061326063254459,0.02190787369377084
8,-4.912228061226056,-6.58013710130837,0.233,182,6.771737750556237,7.413019785747967,0.4034380752207226,-0.8365170955657959,-0.004636888857930899,0.99617999792099,-7.608254860967779,-4.912228061226056,1.028117759659409,-0.11006411180676415,0.09021071370387189
9,-2.662659180635349,-6.274959394395634,0.332,976,6.577837288877352,7.508722833388304,0.6785984335459521,-1.0426160097122192,-0.00031297336681745946,1.1967945098876953,-7.620453337678984,-2.662659180635349,1.3454939432833495,0.24996598795416647,0.05718618973535413
10,-2.424534439549028,-5.8411825994490725,0.611,690,5.652205658251577,6.383233566964968,0.5917666957222005,-1.8540066480636597,-0.0004139207012485713,1.5635875463485718,-7.506212328165549,-2.424534439549028,1.6650297287164761,0.19759040315665605,0.022209649637304173
11,-2.8576023599792384,-5.678508487556361,0.692,75,5.210314413592638,6.025886858843596,0.6247268544941468,-2.156248092651367,-0.016133897006511688,1.5761616230010986,-7.366562390232877,-2.8576023599792384,1.6880539026765158,-0.25,0.01
12,-3.41392428852867,-5.269330444633221,0.788,75,4.391197155079743,4.7554596064062515,0.25545540003362527,-2.4570069313049316,-0.02744821272790432,1.5570071935653687,-6.8482037738533075,-3.41392428852867,1.578873329220087,-0.032310139339071536,0.01
13,-2.470415151586223,-5.283663550967354,0.779,182,4.453285228423835,4.880027695834922,0.33734014145317254,-2.4310383796691895,-0.03884317725896835,1.5611793994903564,-6.884323497124076,-2.470415151586223,1.6006599461567226,-0.07363429131375487,0.01
14,-2.945435074045216,-5.263329474752183,0.784,182,4.39920889554828,4.775524811000037,0.27131013526710523,-2.4499306678771973,-0.028158875182271004,1.5597480535507202,-6.849139461346935,-2.945435074045216,1.5858099865947515,-0.04168853878376741,0.01
15,-2.938712763367421,-5.263420542360355,0.784,182,4.3995722076250585,4.776332267774251,0.27193655102187886,-2.4497740268707275,-0.028186339884996414,1.5597376823425293,-6.849345932922361,-2.938712763367421,1.585925390562006,-0.04203244627801647,0.01
16,-2.934527560984361,-5.263478118714474,0.784,182,4.399802372724806,4.776841443502747,0.2723311794732765,-2.449674606323242,-0.028207184746861458,1.5597318410873413,-6.849476922775674,-2.934527560984361,1.5859988040611994,-0.04224817619426294,0.01
17,-3.447587091494953,-5.297575265612142,0.783,787,4.419690132845358,4.736113568900926,0.2371331644858773,-2.457645893096924,-0.018807513639330864,1.5652707815170288,-6.877336288836019,-3.447587091494953,1.5797610232238768,0.01622147208713276,0.010096435062411606
18,-3.427431406532941,-5.269318653754381,0.788,75,4.390553726398983,4.753523838334296,0.25389536079075176,-2.4573864936828613,-0.0273686945438385,1.5570567846298218,-6.847940394574443,-3.427431406532941,1.5786217408200622,-0.031293758755118334,0.01
19,-2.6611784614794054,-5.366012895974197,0.756,106,4.623818880917254,5.1564244706293545,0.44523341228250707,-2.374788284301758,-0.02728269249200821,1.5728650093078613,-6.998607253668578,-2.6611784614794054,1.6325943576943818,-0.1257052770494139,0.010074121169789348
20,-1.9098790536235102,-5.987924806525504,0.747,690,5.35992112169703,6.110816121186292,0.6173624606283468,-2.3158609867095947,-0.004464324563741684,1.5740453004837036,-7.67578220712123,-1.9098790536235102,1.6878574005957268,0.24525024125972894,0.01044340641723634
21,-3.383161748164197,-5.270673330542154,0.788,75,4.392806819811762,4.759980823780126,0.25907478245596116,-2.4566447734832764,-0.02726541832089424,1.55623459815979,-6.8494516256883,-3.383161748164197,1.5787782951461458,-0.0345916299842661,0.01
22,-2.2679889456778426,-5.739229605191925,0.429,182,5.926102564811006,6.7903702739126075,0.6867734276037479,-1.286682367324829,-0.0031734940130263567,1.3353980779647827,-7.212784936615497,-2.2679889456778426,1.4735553314235719,-0.25,0.037546825799514294
23,-2.9761441476682897,-5.426636771526328,0.685,182,4.925527187639382,5.387191917371402,0.3487278115412481,-2.12184476852417,-0.006091393530368805,1.5883188247680664,-7.04737184167793,-2.9761441476682897,1.6207350701516017,-0.0744111173710725,0.01647355222640064
24,-3.350570549321421,-5.270878904985385,0.788,75,4.394819314839169,4.765192899058981,0.26320653955084744,-2.455566883087158,-0.02736544795334339,1.5561473369598389,-6.850386094460115,-3.350570549321421,1.5795071894747297,-0.03708315293140757,0.01
