step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_sigma
0,-1.8193801180826117,-2.4955374012965414,0.56,88,2.2455905465270285,3.8716755352402776,0.5657986495644814,-1.4269415140151978,-0.313556432723999,1.0176931619644165,-3.6725321979309324,-1.8193801180826117,1.1769947966343908,2.0
1,-3.690927028465509,-5.3214256926816255,0.0,28,3.734022046490623,5.512718328080062,0.7482413108786788,-2.596963882446289,-0.3023082911968231,0.8333993554115295,-6.330985663100197,-3.690927028465509,1.009559970418572,17.8034725681866
2,-3.8227167943625306,-5.806637695994205,0.0,46,4.051624950719643,6.053719355896153,0.8162716775678702,-2.777541399002075,-0.5468812584877014,0.7977172136306763,-6.829166512442397,-3.8227167943625306,1.0225288164481918,27.19968431382542
3,-3.9129274167124444,-5.971530419753646,0.0,46,4.111047958427523,6.1562025971327285,0.8302244845998709,-2.8761749267578125,-0.6621241569519043,0.8167552947998047,-6.987222544246768,-3.9129274167124444,1.0156921244931219,29.53900332303864
4,-3.7593637676603584,-5.6035792095670764,0.0,46,3.936004321258232,5.8559860934106,0.7901973448808202,-2.7087013721466064,-0.3506186008453369,0.8373993039131165,-6.644705807845758,-3.7593637676603584,1.0411265982786815,23.247676102749534
5,-3.6923495325894686,-5.5311207920088785,0.0,28,3.865001446527873,5.735617473940299,0.7749211079275562,-2.729931354522705,-0.31756356358528137,0.8925850987434387,-6.594932919961846,-3.6923495325894686,1.063812127952968,21.149825643882707
6,-3.8252107455214315,-5.81181188989663,0.0,46,4.054634399484431,6.058901290319288,0.8169684985318751,-2.7773098945617676,-0.5528719425201416,0.7949213981628418,-6.831944025825297,-3.8252107455214315,1.0201321359286666,27.31263587837642
7,-2.8851043010565025,-3.7873129356598527,0.02,46,3.3306928916457945,4.811371585710439,0.678845540469168,-1.1853771209716797,-0.6931471824645996,0.37229228019714355,-4.51606992261446,-2.8851043010565025,0.7287569869546076,10.497767110978799
8,-3.824847328617317,-5.8110478354406325,0.0,46,4.0541980585617585,6.058149869892212,0.8168674002244608,-2.7773244380950928,-0.5520147681236267,0.7953168749809265,-6.8315221086306135,-3.824847328617317,1.0204742731899814,27.296224511592023
9,-2.1342156631422746,-2.897164271271139,0.04,46,2.9326024435611577,4.3131822892722935,0.6293095858656845,-0.6393387913703918,-0.06292156875133514,0.4195946156978607,-3.5719411513360346,-2.1342156631422746,0.6747768800648958,6.062924694785977
10,-3.74592689697781,-5.53418404128644,0.0,28,3.899076838773194,5.793348917877842,0.782179740521576,-2.662505865097046,-0.32134339213371277,0.8248258233070374,-6.561582442205849,-3.74592689697781,1.0273984009194095,22.12872823581962
