step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_size
0,-1.1451886317667872,-3.074105244223003,0.742,765,2.2100459439046554,4.035833663023667,0.5893661146291231,-2.7553560733795166,-0.00011277834710199386,1.8041797876358032,-4.965402084115022,-1.1451886317667872,1.8912968398920187,5.0
1,-1.431711949364305,-3.1119913899969593,0.021,914,3.33862100629979,4.996997604696573,0.6530806749511479,-0.5097572803497314,-0.000133761772303842,0.3362525403499603,-3.8483782368312287,-1.431711949364305,0.7363868468342694,29.74136121495401
2,-2.042651387639223,-4.0824126038507655,0.002,62,3.6585776980346516,5.340985979819111,0.6681724233250094,-1.2434618473052979,-0.0006395835080184042,0.5008214712142944,-4.902039466323807,-2.042651387639223,0.8196268624730416,45.34862818228629
3,-2.0043191680311256,-4.279217546077092,0.002,62,3.722088969614886,5.455941550858424,0.6716827731833424,-1.4208481311798096,-0.001280889380723238,0.5683259963989258,-5.142937172221782,-2.0043191680311256,0.8637196261446891,49.23427670606418
4,-1.8405083503567454,-3.512486152433719,0.006,914,3.5385710097748304,5.133728885728932,0.6620913343215474,-0.6803126931190491,-0.0007465883973054588,0.28188592195510864,-4.2188836725582,-1.8405083503567454,0.7063975201244813,38.784275560499225
5,-1.567834003803826,-3.3018795011286803,0.009,914,3.467036180950471,5.0744285954201835,0.658703152430901,-0.5420269966125488,-3.576279254957626e-07,0.25718504190444946,-4.00906315448276,-1.567834003803826,0.7071836533540798,35.299710391533985
6,-2.034605289911491,-4.095463948440975,0.002,62,3.6617645926309743,5.346595045078423,0.6683383845905956,-1.2562041282653809,-0.0005983712035231292,0.506113588809967,-4.9179687724531505,-2.034605289911491,0.8225048240121754,45.5362426454388
7,-1.1744569459783245,-2.540581809025981,0.158,914,2.9656795454407394,4.861134415687237,0.6384325042645591,-0.7183954119682312,-4.768372718899627e-07,0.965976357460022,-3.684074906678199,-1.1744569459783245,1.1434930976522182,17.606460625015632
8,-2.035652945399176,-4.093740270573714,0.002,62,3.6613024201637105,5.3457805851721,0.6683141634987976,-1.254591941833496,-0.0006051702075637877,0.5054876804351807,-4.915894405803418,-2.035652945399176,0.8221541352297038,45.508983087051156
9,-1.2965503624470616,-2.4317566134941737,0.43,765,2.6173023299572957,4.576182651324829,0.6211173660504967,-1.542457103729248,-9.298368240706623e-06,1.6379432678222656,-4.159759420087959,-1.2965503624470616,1.7280028065937858,10.240112204898741
10,-1.65611553579532,-3.393286250901345,0.01,914,3.50116061994524,5.101577313258773,0.6603157541138175,-0.6035255193710327,-8.940736734075472e-06,0.2761151194572449,-4.104686107384572,-1.65611553579532,0.7113998564832277,36.925684188310555
11,-1.3329062551421145,-2.4084363526199137,0.396,765,2.671539308616161,4.637129586221157,0.6245877441475736,-1.3991032838821411,-1.6689314179529902e-06,1.5571908950805664,-4.070642511775713,-1.3329062551421145,1.662206159155799,11.182494570870004
12,-1.218797621389856,-2.391114115159899,0.322,914,2.766606108004353,4.728217682551022,0.6295833177354013,-1.1269906759262085,-1.0728841743912199e-06,1.3737454414367676,-3.893596857282357,-1.218797621389856,1.5024827421224582,13.014986429173062
13,-1.2060699653984799,-2.3994046622051366,0.275,914,2.8066479037167382,4.760733594355537,0.6312280121109338,-1.0282371044158936,-2.2649790025752736e-06,1.3028157949447632,-3.834885001635989,-1.2060699653984799,1.4354803394308522,13.85054414304232
