step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_size
0,-1.1380542074839979,-2.964505733445746,0.772,829,2.2210008763970293,4.250873709582503,0.6019699997188751,-2.350407600402832,-0.016327813267707825,1.5398930311203003,-4.571408533878759,-1.1380542074839979,1.606902800433013,5.0
1,-1.236601429016352,-3.1645271914189923,0.037,976,3.3354349828945558,5.048757762032699,0.6660251490149158,-0.5476946830749512,-0.006741307210177183,0.25298434495925903,-3.883129641092484,-1.236601429016352,0.7186024496734913,29.74136121495401
2,-1.9559053682993464,-3.492888627173466,0.011,976,3.651168716390126,5.340985979819111,0.6814628410681107,-0.5516795516014099,-0.009959960356354713,0.19789168238639832,-4.202848287648962,-1.9559053682993464,0.709959660475496,45.34862818228629
3,-2.018555141692712,-3.590911150523354,0.009,861,3.713920025634351,5.455941550858424,0.6850741439358361,-0.592860758304596,-0.004628684837371111,0.20649060606956482,-4.306780812479327,-2.018555141692712,0.715869661955973,49.23427670606418
4,-1.8960786845528361,-3.367820459471681,0.016,976,3.532689613336057,5.166500336130691,0.6752193584892876,-0.5446411371231079,-0.01553481724113226,0.2104206681251526,-4.077330726224289,-1.8960786845528361,0.7095102667526074,38.784275560499225
5,-1.5152028789497383,-3.2935646531954186,0.026,976,3.462115308341723,5.12526122932953,0.6717534133981615,-0.542417585849762,-0.012319682165980339,0.21695248782634735,-4.004532932087001,-1.5152028789497383,0.7109682788915821,35.299710391533985
6,-1.9600851650902749,-3.49608081099249,0.011,976,3.654319172704296,5.346595045078423,0.6816281126935166,-0.5517968535423279,-0.010044907219707966,0.1977132111787796,-4.206116086137185,-1.9600851650902749,0.710035275144695,45.5362426454388
7,-0.9450971664714027,-2.7553303518232877,0.176,976,2.967330640485205,4.861134415687237,0.6513595781064077,-0.712286114692688,-0.007458057254552841,0.6659652590751648,-3.679616727062196,-0.9450971664714027,0.9242863752389082,17.606460625015632
8,-1.9595110230091741,-3.4956243913741476,0.011,976,3.6538623237914316,5.3457805851721,0.6816038523886606,-0.5517880320549011,-0.010021005757153034,0.19774506986141205,-4.205650349181789,-1.9595110230091741,0.7100259578076413,45.508983087051156
9,-1.3387778156853871,-2.6084670651972655,0.466,392,2.623558427125317,4.576182651324829,0.6342067289362373,-1.330163598060608,-0.023904776200652122,1.2470840215682983,-3.9537220741064365,-1.3387778156853871,1.345255008909171,10.240112204898741
10,-1.6835815647240766,-3.330605710055753,0.021,976,3.4957685954453264,5.145099695441395,0.6734193214979968,-0.5462096929550171,-0.014442524872720242,0.21450257301330566,-4.041978324330769,-1.6835815647240766,0.7113726142750159,36.925684188310555
11,-1.3516406307903084,-2.6016034071500327,0.401,392,2.6875437345770026,4.648088248382332,0.6382076296987255,-1.1713464260101318,-0.007097276858985424,1.139132022857666,-3.8588901629498995,-1.3516406307903084,1.257286755799867,11.371924399014913
12,-0.8819793973451701,-2.623233231493245,0.355,976,2.754008938063589,4.713128813648998,0.6417578976360683,-1.0264109373092651,-0.006389783229678869,1.0144667625427246,-3.78041981086433,-0.8819793973451701,1.157186579371085,12.664467560408164
13,-1.3444023382719792,-2.6031899629558466,0.417,392,2.6721587317992617,4.631936350440407,0.6375064851643774,-1.209510087966919,-0.009261447936296463,1.1663975715637207,-3.8816688878784573,-1.3444023382719792,1.2784789249226107,11.095078152046852
14,-1.3440709076074286,-2.6036089986038435,0.418,392,2.671377587503878,4.631105309904602,0.6374732495710648,-1.2117193937301636,-0.009421966038644314,1.167589783668518,-3.8830969516245033,-1.3440709076074286,1.27948795302066,11.081224765532529
15,-1.0544794792489767,-2.9360252899276955,0.088,976,3.1316784356031047,4.9298705014133315,0.6577655652696051,-0.6140763759613037,-0.014926839619874954,0.4611431956291199,-3.7457547896876413,-1.0544794792489767,0.8097294997599459,22.37998253142404
16,-1.3436706323193572,-2.6030770653035376,0.418,392,2.670426684881393,4.630092533578739,0.6374334935250047,-1.2135690450668335,-0.009624514728784561,1.1693629026412964,-3.883995738461446,-1.3436706323193572,1.2809186731579085,11.064392541787125
17,-1.3324963755695078,-2.6114885286622638,0.48,392,2.60125871685465,4.548770151355445,0.6328042785499471,-1.3855986595153809,-0.028294984251260757,1.2820855379104614,-3.986857338226783,-1.3324963755695078,1.3753688095645196,9.865460002104813
18,-1.340370156441897,-2.6044394757993556,0.425,392,2.664220073426255,4.6234736394115155,0.6372137900956061,-1.2292249202728271,-0.011003250256180763,1.1792229413986206,-3.8934450433683776,-1.340370156441897,1.2890055675690217,10.955749914422974
19,-1.3479790531158644,-2.603940868418105,0.41,392,2.679522101118695,4.6397199654279015,0.6378341492642376,-1.1922848224639893,-0.008105975575745106,1.153424859046936,-3.8718069073860533,-1.3479790531158644,1.2678660389679481,11.226649947852291
20,-1.3408180960079221,-2.6043880251761724,0.426,392,2.662855406568596,4.62195807140853,0.6371049296407397,-1.232418179512024,-0.011302446015179157,1.1815664768218994,-3.895273680098565,-1.3408180960079221,1.2908856549223928,10.931200268842748
21,-1.3278501637921647,-2.630465729615835,0.511,392,2.5742624772795235,4.514157615262296,0.6313241141082747,-1.4600467681884766,-0.02654780074954033,1.3189988136291504,-4.034309207253972,-1.3278501637921647,1.4038434776381368,9.425898551724561
22,-1.3415211054037952,-2.6033969837458777,0.422,392,2.6663517619704313,4.625744947916717,0.6372792163547876,-1.2232892513275146,-0.010524746961891651,1.1760804653167725,-3.8896410757878286,-1.3415211054037952,1.286244092041951,10.992766999552488
23,-1.3415477001356153,-2.6034346481398414,0.422,392,2.666427544314399,4.625825716904126,0.6372815755371555,-1.223140835762024,-0.01050788164138794,1.1759452819824219,-3.8895683043468594,-1.3415477001356153,1.2861336562070178,10.994088312173256
24,-0.8371840535699565,-2.653536318744753,0.298,976,2.8229644464405217,4.770519114256068,0.6449090182060462,-0.9012566208839417,-0.0067351264879107475,0.8949551582336426,-3.7242209673711995,-0.8371840535699565,1.070684648626446,14.126295491859256
