step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,param_blindness_type
0,-1.9254306839688689,-3.6641056907804055,0.86,98,2.2733285686243034,5.9267579405439506,0.854411965538392,-2.8883397579193115,-0.5300899147987366,1.3809319734573364,-5.161668201373861,-1.9254306839688689,1.4975625105934556,protanopia
1,-1.7740814066627681,-3.5991402715104868,0.83,98,2.476752456599746,5.981098597779353,0.9436280324921373,-2.7584381103515625,-0.3297651410102844,1.473718523979187,-5.235190917724642,-1.7740814066627681,1.6360506462141555,deuteranopia
