step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_size
10,-2.316398943507428,-3.088362491936639,0.06,62,3.3507721986438055,4.8357138095144965,0.6780216319016834,-0.575421154499054,-1.5378116586362012e-05,0.4521380662918091,-3.9261933623082563,-2.316398943507428,0.8378308703716173,36.925684188310555
11,-1.8493299831800796,-2.2726561568773045,0.31,62,2.752420389324695,4.226592482379523,0.6248323147940369,-1.0016131401062012,-0.020284069702029228,1.319570779800415,-3.7540335131513776,-1.8493299831800796,1.4813773562740733,16.21747362013354
12,-1.7679710042799233,-2.3258429895303396,0.4,62,2.6515834128495426,4.173505156042966,0.6174910848198952,-1.2599372863769531,-0.004946824163198471,1.4635201692581177,-3.911520712581661,-1.7679710042799233,1.5856777230513215,13.910552063143905
13,-2.1301422203415683,-2.6550276992779933,0.13,38,3.002072569335033,4.384971292753508,0.6443812570335965,-0.7145009636878967,-0.01659533567726612,0.8489204049110413,-3.7165735453350135,-2.1301422203415683,1.0615458460570202,23.216838741405102
14,-1.8186412411923834,-2.3362634531359703,0.37,62,2.7163997326708067,4.20827847779808,0.6223111611790317,-1.1049370765686035,-0.02414325252175331,1.3341587781906128,-3.8213368955171334,-1.8186412411923834,1.485073442381163,15.364251139089435
15,-1.8492460731704956,-2.272631434511757,0.31,62,2.7522654353724896,4.226515385109425,0.6248210858208691,-1.0018389225006104,-0.020397091284394264,1.319651484489441,-3.754104210966277,-1.8492460731704956,1.4814727764545204,16.21370575183645
16,-1.8498011445803353,-2.264015695969734,0.3,62,2.7532946377926186,4.227027234541937,0.6248957090328888,-0.9924447536468506,-0.019701769575476646,1.3205363750457764,-3.745739331927956,-1.8498011445803353,1.4817236359582224,16.23874661287889
17,-1.6610891756459865,-2.4342570157213927,0.48,23,2.5712285523680896,4.129668685821105,0.611848874254725,-1.557405948638916,-0.0027982965111732483,1.5998797416687012,-4.128634547878144,-1.6610891756459865,1.6943775321567507,12.23731691812773
18,-1.8483805041716743,-2.272588917302044,0.31,62,2.75054468028075,4.225658378099459,0.6246967426697233,-1.0044128894805908,-0.021794790402054787,1.320326328277588,-3.754957534464215,-1.8483805041716743,1.482368617162171,16.17192425443447
19,-1.8550210214903322,-2.2553682391576766,0.28,62,2.7609624140130666,4.2308254036352935,0.6254565799315311,-0.9740477204322815,-0.01479392684996128,1.318816900253296,-3.735010167693564,-1.8550210214903322,1.4796419285358873,16.426508907695222
20,-1.8717646748834635,-2.287983513287023,0.29,62,2.7725431457400127,4.236520153751896,0.6263175210027476,-0.9752897024154663,-0.011754182167351246,1.3041976690292358,-3.747832789789493,-1.8717646748834635,1.4598492765024698,16.714018558653382
21,-1.847963843719155,-2.272710824181691,0.31,62,2.749461622703893,4.225118110114634,0.6246184046863675,-1.006238341331482,-0.022938143461942673,1.3207790851593018,-3.7556999862939846,-1.847963843719155,1.4829891621122937,16.145677897694725
22,-2.0211131152771835,-2.4950397012868377,0.22,38,2.9033389363478905,4.301287467949009,0.6361635236027261,-0.8108358979225159,-0.022627275437116623,1.0532653331756592,-3.714174731117118,-2.0211131152771835,1.2191350298302803,20.215316679434334
23,-1.8235176792626306,-2.3264972953328944,0.37,62,2.7240545389739172,4.212242917117031,0.6228407722151282,-1.0849993228912354,-0.02410765551030636,1.3316280841827393,-3.809053791773816,-1.8235176792626306,1.4825564964409215,15.541976101047753
24,-2.1353313470303172,-2.7968039525565875,0.1,38,3.095202627194148,4.49832423248789,0.6525159705296486,-0.6505829095840454,-0.013970714993774891,0.6928409337997437,-3.7457855447223753,-2.1353313470303172,0.9489815921657879,26.367638833389808
