step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_size
0,-1.4417929536675493,-3.232001128332441,0.79,74,2.0704121836358094,3.7653003222826125,0.5709247423611976,-3.0506327152252197,-0.009312103502452374,1.7426203489303589,-5.121044609061383,-1.4417929536675493,1.8890434807289418,5.0
1,-2.2440993934922733,-2.854477813997409,0.08,54,3.1851427590470145,4.60429072765472,0.661060921639927,-0.6036832332611084,-0.0009587829699739814,0.6494966149330139,-3.7888259617002062,-2.2440993934922733,0.9343481477027968,29.74136121495401
2,-2.5526164412659065,-4.337868644437055,0.01,23,3.5124307420133003,5.11151351756455,0.6966427902100274,-1.9417870044708252,-1.2099815648980439e-05,0.8146466016769409,-5.454217797446826,-2.5526164412659065,1.1163491530097707,45.34862818228629
3,-2.8667128261230257,-4.3678475216140145,0.01,9,3.5778573499014272,5.2178520494289256,0.705060666346457,-1.979770302772522,-0.0007347182836383581,0.8780320882797241,-5.557627936482862,-2.8667128261230257,1.1897804148688476,49.23427670606418
4,-2.3153056708850044,-3.1319571529178205,0.04,23,3.389078101063006,4.902735483655026,0.6821929027713433,-0.5753543972969055,-7.927449587441515e-06,0.44110533595085144,-3.964432502160026,-2.3153056708850044,0.8324753492422057,38.784275560499225
5,-2.3595116858542813,-3.0412170217026873,0.07,23,3.3158871899323015,4.7738979118804705,0.6743315493673201,-0.5834014415740967,-4.464487574296072e-05,0.4876967966556549,-3.8992886273440415,-2.3595116858542813,0.8580716056413541,35.299710391533985
6,-2.561194532805773,-4.342187089739779,0.01,23,3.515707667247219,5.116912651440741,0.6970500410202313,-1.946683406829834,-1.3470740668708459e-05,0.819534182548523,-5.462391000838755,-2.561194532805773,1.1202039110989763,45.5362426454388
7,-1.888779004485594,-2.3389820407329567,0.25,62,2.8075996689594893,4.253568724425044,0.6288655650403534,-0.9334977865219116,-0.017563438042998314,1.2554012537002563,-3.741097529912701,-1.888779004485594,1.4021154891797445,17.606460625015632
8,-2.5600463171218406,-4.341332764169833,0.01,23,3.5152323384234934,5.116129941284837,0.6969908625908491,-1.9456285238265991,-1.3291924005898181e-05,0.8186675310134888,-5.460860986973694,-2.5600463171218406,1.1195282228038619,45.508983087051156
9,-1.6023291435208418,-2.512015200814311,0.52,23,2.4624120613178344,4.062907516272935,0.6037226923377201,-1.8788902759552002,-0.0016152187017723918,1.7719706296920776,-4.341302522931026,-1.6023291435208418,1.8292873221167154,10.240112204898741
