step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,param_blindness_type
0,-1.8968709478227317,-4.276031502307908,0.98,75,2.2920793158326833,5.9267579405439506,0.862622649741146,-3.383657932281494,-0.6931471824645996,1.0730786323547363,-5.675737374476026,-1.8968709478227317,1.399705872168118,protanopia
1,-1.9078784352300715,-4.2448661859531684,0.96,75,2.5069216215319066,5.981098597779353,0.9623148829959446,-3.2429990768432617,-0.3353104889392853,1.1356942653656006,-5.749920477539961,-1.9078784352300715,1.5050542915867922,deuteranopia
