step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,param_blindness_type
0,-0.9132480389820035,-4.331132428460318,0.969,783,1.994583595947563,6.342816608074079,0.8910792914903809,-3.806957960128784,-0.02440713346004486,1.1760196685791016,-5.801541583744077,-0.9132480389820035,1.4704091552837588,protanopia
1,-0.9624943070292484,-4.273003610589279,0.986,661,1.7276730746860336,5.872796519990776,0.7864109314884512,-3.8746650218963623,-0.05034717172384262,1.076500654220581,-5.602338148512942,-0.9624943070292484,1.329334537923663,deuteranopia
