step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_mean,dim_var
0,-5.546042280210779,-6.132354550858914,0.21,50,6.165624054923269,6.64098017884252,0.28485204451027396,-0.7348979115486145,-0.052899718284606934,0.7215626239776611,-6.900521997168275,-5.546042280210779,0.7681674463093607,0.0,0.05
1,-5.973064978808672,-6.921194304651703,0.06,50,6.899387877554123,7.435591127263718,0.3006093386092831,-0.5690851807594299,-0.07107662409543991,0.46053770184516907,-7.46847309266073,-5.973064978808672,0.5472787880090269,0.043279196070959314,0.09145666400828095
2,-4.556662594309342,-6.754583661287605,0.05,50,6.904519274371718,7.678896495024654,0.582337524861084,-0.573496401309967,-0.119529128074646,0.44457587599754333,-7.4780157358823764,-4.556662594309342,0.723432074594771,0.24218649700065487,0.07939968980499858
3,-5.589380100383941,-6.951012399345957,0.06,50,6.95017622435773,7.528387636558511,0.35460845140788305,-0.5674031972885132,-0.08480878174304962,0.45090675354003906,-7.517579469478971,-5.589380100383941,0.5665670701330141,0.09999704481157129,0.09180126200182637
4,-5.970534718843317,-6.755628371200231,0.07,98,6.787561148857508,7.407201915311783,0.37398125489636125,-0.5722968578338623,-0.06103755161166191,0.4733680486679077,-7.359857979161474,-5.970534718843317,0.6042296079612433,-0.08054632015290172,0.091751193425196
5,-5.1197953336771365,-6.376117346487453,0.08,98,6.511504351279617,7.281150121704832,0.5161752924812589,-0.5801116228103638,-0.05318531394004822,0.4940069615840912,-7.091615956730128,-5.1197953336771365,0.7154986102426755,-0.15571314076633938,0.07598595054995816
6,-4.075807887791221,-6.024498204289578,0.29,50,6.148789868588846,6.915945144377555,0.5871785474911079,-0.8355680704116821,-0.06701439619064331,0.8386530876159668,-6.984357873882454,-4.075807887791221,0.9598596695928763,0.2435213874437293,0.0341280718032276
7,-5.219793234572596,-5.598879966504919,0.55,26,5.358313947639419,5.732460740044678,0.31179219202897657,-1.4066296815872192,-0.11653503775596619,1.1573008298873901,-6.764943403921081,-5.219793234572596,1.166063437416162,0.08061326063254459,0.02190787369377084
8,-5.714129105411982,-6.678773959902943,0.07,98,6.740210387654385,7.413019785747967,0.4224575841018532,-0.5743448138237,-0.060792647302150726,0.4752126932144165,-7.314555217869363,-5.714129105411982,0.6357812579664196,-0.11006411180676415,0.09021071370387189
9,-4.006141786979606,-6.49955737706997,0.16,50,6.606235214414531,7.40665025994447,0.6014812011122752,-0.6785466074943542,-0.1619628369808197,0.5478916168212891,-7.284781812223131,-4.006141786979606,0.7852244351531608,0.24996598795416647,0.05718618973535413
10,-4.865023271128138,-5.811680580228531,0.5,34,5.68105980950811,6.296830309733722,0.5077064979995417,-1.244265079498291,-0.16073550283908844,1.03635573387146,-6.925325039359117,-4.865023271128138,1.113644459130586,0.19759040315665605,0.022209649637304173
11,-2.9546236700274546,-5.320122201572648,0.65,98,5.050257595326349,5.784879537654277,0.6322580973523358,-1.7851084470748901,-0.15922608971595764,1.3906269073486328,-6.835366080250189,-2.9546236700274546,1.515243878677541,-0.23433884463165505,0.01
12,-3.5840611351007468,-5.174863519413127,0.71,98,4.5733532324352435,5.146788294912063,0.46044199857499796,-2.047513961791992,-0.19089855253696442,1.4212827682495117,-6.620867038063069,-3.5840611351007468,1.4460035186499418,-0.12503615765688714,0.01
13,-4.011172815071617,-5.050512389724541,0.68,98,4.438246415488746,4.894415306801849,0.3531241219357874,-2.0729193687438965,-0.20450903475284576,1.4638395309448242,-6.511165793918398,-4.011172815071617,1.4606534041938568,-0.07689348779430433,0.01
14,-3.7087120290751154,-5.001402867523814,0.67,98,4.3986396860202115,4.793748234354498,0.29235492818972564,-2.0770299434661865,-0.19947382807731628,1.4782243967056274,-6.475669939430549,-3.7087120290751154,1.4742670719067348,-0.051205509426529405,0.01
15,-4.130110959208018,-5.012721546873421,0.68,98,4.387706730416098,4.709185986926382,0.22294462558275022,-2.0991337299346924,-0.20380152761936188,1.479709506034851,-6.486840706965009,-4.130110959208018,1.4741191600915882,-0.014131247885001114,0.01
16,-3.8647850764032974,-4.993687641513262,0.67,98,4.387363133696047,4.749666414372497,0.25956648386646924,-2.083418607711792,-0.19832876324653625,1.482693076133728,-6.4707816600475,-3.8647850764032974,1.4770940185342383,-0.03604881411931221,0.01
17,-4.08901779001318,-5.11234902896785,0.63,98,4.679968886038246,5.079609193279139,0.27915832500054394,-1.8576481342315674,-0.14249655604362488,1.4293739795684814,-6.537617093285503,-4.08901779001318,1.4252680643176523,-0.04092127615883645,0.013409873274748425
18,-3.8642701610918553,-4.993691697928142,0.67,98,4.387382969520269,4.749778278153407,0.2596568054804335,-2.0833959579467773,-0.19832171499729156,1.4826823472976685,-6.470778962186753,-3.8642701610918553,1.4770872642586106,-0.03609367664927926,0.01
19,-3.863986570359462,-4.993694292820171,0.67,98,4.3873939266993345,4.7498402892266816,0.25970692372657067,-2.083383560180664,-0.19831880927085876,1.4826757907867432,-6.47077732803362,-3.863986570359462,1.4770830352134483,-0.03611852665439347,0.01
20,-3.8638250359101636,-4.993695603694465,0.67,98,4.387400151100451,4.749875494063206,0.2597353744414413,-2.083375930786133,-0.19831669330596924,1.482672095298767,-6.470776309874351,-3.8638250359101636,1.4770807061798858,-0.03613262845350218,0.01
21,-3.86370858219895,-4.9936967900246545,0.67,98,4.387404703225985,4.749901113433924,0.25975607766302106,-2.083371162414551,-0.19831582903862,1.482669711112976,-6.470775934781923,-3.86370858219895,1.4770791447572684,-0.03614288780382413,0.01
22,-3.863551685139095,-4.993697712120761,0.67,98,4.387410830787716,4.7499355650719535,0.25978392328821936,-2.0833640098571777,-0.19831320643424988,1.4826663732528687,-6.470774784616527,-3.863551685139095,1.4770770724957665,-0.03615668016002213,0.01
23,-3.863520174595731,-4.993698107613724,0.67,98,4.3874120553144245,4.749942484745415,0.25978952408632855,-2.0833628177642822,-0.1983129233121872,1.482665777206421,-6.470774765641334,-3.863520174595731,1.4770766580276098,-0.03615944977012431,0.01
24,-3.8634999734846613,-4.993698244274149,0.67,98,4.387412850396703,4.749946955258517,0.25979313670856996,-2.0833606719970703,-0.19831211864948273,1.4826639890670776,-6.470773384558032,-3.8634999734846613,1.477075140283883,-0.03616123900800719,0.01
