step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_mean,dim_var
0,-4.782950106217421,-6.002969821012106,0.202,359,6.176607873041485,6.64098017884252,0.29725240985544205,-0.7489616870880127,-0.0005715333973057568,0.916805624961853,-6.925569584843132,-4.782950106217421,0.9225997638310262,0.0,0.05
1,-5.032847696142965,-6.783368902461479,0.067,359,6.906179127956644,7.445208680165889,0.3286416059855151,-0.47696611285209656,-0.0002868587034754455,0.5293627381324768,-7.383145260565352,-5.032847696142965,0.5997763581038732,0.043279196070959314,0.09145666400828095
2,-3.0772993092175107,-6.5430060879427066,0.071,359,6.884512670069376,7.787060393576467,0.6340244420272743,-0.45742174983024597,-0.00027248996775597334,0.4929600954055786,-7.341934430960242,-3.0772993092175107,0.7989283430175356,0.24218649700065487,0.07939968980499858
3,-4.527630739625696,-6.778139645245626,0.062,359,6.94791383943712,7.542393423001696,0.3953287807844308,-0.4594227969646454,-0.00027863093419000506,0.5080553889274597,-7.407336623716569,-4.527630739625696,0.6291969784709431,0.09999704481157129,0.09180126200182637
4,-5.341575047586696,-6.720982062885419,0.081,168,6.818358330475621,7.407201915311783,0.3581777829644502,-0.5140746831893921,-0.000511180842295289,0.5560072660446167,-7.332433023761248,-5.341575047586696,0.6114509608758296,-0.08054632015290172,0.091751193425196
5,-4.2257040991049415,-6.392595187271725,0.118,168,6.560812028848451,7.281150121704832,0.4834478311498542,-0.5928228497505188,-0.0012107068905606866,0.6660721898078918,-7.153634913598072,-4.2257040991049415,0.761039726326347,-0.15571314076633938,0.07598595054995816
6,-2.0659201609077833,-5.8216091489362,0.256,359,6.126245610510559,6.998408226933605,0.6503492034502638,-0.8413072824478149,-0.0009134410065598786,0.9828692078590393,-6.967552909604193,-2.0659201609077833,1.1459437606679936,0.2435213874437293,0.0341280718032276
7,-3.122046663191748,-5.321736621284051,0.457,359,5.344789611628017,5.736727445138976,0.35562149342351956,-1.3088815212249756,-0.0030058452393859625,1.305069088935852,-6.653671141254686,-3.122046663191748,1.3319345199706352,0.08061326063254459,0.02190787369377084
8,-5.000999821689771,-6.667180385671239,0.091,168,6.777560789437086,7.413019785747967,0.39907831182098485,-0.528782069683075,-0.0006485896301455796,0.5680626630783081,-7.3063428313838035,-5.000999821689771,0.6391624457125645,-0.11006411180676415,0.09021071370387189
9,-2.5730654902026986,-6.228260128488344,0.117,359,6.584662428453314,7.508722833388304,0.65813733187585,-0.5686864256858826,-0.00033688260009512305,0.6743654608726501,-7.15334881490217,-2.5730654902026986,0.9250886864138255,0.24996598795416647,0.05718618973535413
10,-2.007702090684068,-5.5004935644946285,0.411,359,5.6583166261005315,6.383233566964968,0.5726281895897258,-1.1732407808303833,-0.001855424721725285,1.2307833433151245,-6.831557288039323,-2.007702090684068,1.3310637235446947,0.19759040315665605,0.022209649637304173
11,-1.7825543094411422,-5.413947515779168,0.627,168,5.2138252886286445,6.003895607927215,0.6171794154905704,-1.7515896558761597,-0.07344982028007507,1.4194538593292236,-6.965414877300567,-1.7825543094411422,1.5514673615213994,-0.25,0.01
