step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,param_bins,param_multichannel
0,-3.683608451693624,-6.47768912251571,0.89,26,4.634926378762713,7.4773190146676525,1.0602405915408903,-3.362929582595825,-0.25756460428237915,1.4533252716064453,-7.99785619560479,-3.683608451693624,1.5201670730890793,256,True
1,-3.7561573190061273,-5.983390247858991,0.93,26,4.078572465420762,7.308790073242415,1.2059370751851017,-3.5466010570526123,-0.06443946808576584,1.3692065477371216,-7.625173253134886,-3.7561573190061273,1.6417830052758944,256,False
2,-3.640583588369447,-6.431185243193794,0.86,26,4.670227436672068,7.944323428716033,1.103141858131654,-3.3498313426971436,-0.24714210629463196,1.4910653829574585,-8.02005826617322,-3.640583588369447,1.588873022979425,128,True
3,-3.7292375241606073,-6.018117729807469,0.94,26,4.090932833844324,7.259999632079958,1.21808281707924,-3.578604221343994,-0.06887849420309067,1.3451473712921143,-7.66953677072515,-3.7292375241606073,1.6514190409176812,128,False
4,-3.610426369980587,-6.471759341928689,0.87,26,4.70079833845937,8.506969433798043,1.1614121788966993,-3.3647212982177734,-0.2305964082479477,1.4858956336975098,-8.065520073132154,-3.610426369980587,1.5937607312034643,64,True
5,-3.6108911206556877,-6.025530605976685,0.93,26,4.115955873785155,7.290493732123901,1.237191854129739,-3.5835931301116943,-0.08556673675775528,1.3587751388549805,-7.699549188149706,-3.6108911206556877,1.6740185821730214,64,False
