step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_mean,dim_var
11,-3.7158961265703527,-4.895914663557736,0.83,93,3.7997552417509133,4.126524658972573,0.26597836680650083,-2.5918219089508057,-0.12459977716207504,1.4751218557357788,-6.391577235563833,-3.7158961265703527,1.4956625720060974,-0.05,0.005
12,-4.0759957497320976,-5.086545112845125,0.83,26,3.900939434816296,4.187012551555121,0.22560765145796566,-2.6241118907928467,-0.2113637924194336,1.4574490785598755,-6.525051396091634,-4.0759957497320976,1.4385062832465083,0.05,0.005
13,-4.065139972370476,-5.044491210020029,0.78,93,4.245517133008092,4.6156645558000555,0.279264951619127,-2.2686667442321777,-0.1481655389070511,1.457087516784668,-6.514183974097818,-4.065139972370476,1.4696927640777893,-0.05,0.0084243340372453
14,-3.775762687184162,-4.8860760004519515,0.83,42,3.762427903221966,4.048393779647064,0.22390640143997495,-2.6069576740264893,-0.13503196835517883,1.4712523221969604,-6.3693858375717385,-3.775762687184162,1.483309837119787,-0.03252484475107062,0.005
15,-3.7959386426499924,-4.885991728776442,0.83,42,3.7515560435233937,4.017514559562917,0.20369895770936322,-2.6128833293914795,-0.1412663757801056,1.4709773063659668,-6.364439603137815,-3.7959386426499924,1.4784478743613734,-0.023066001889101042,0.005
16,-3.7774011927558058,-4.885813498654788,0.83,42,3.761234383449541,4.045419448593174,0.22207591320536604,-2.6074891090393066,-0.1355208307504654,1.4712461233139038,-6.368723400697695,-3.7774011927558058,1.4829099020429064,-0.031715431232534994,0.005
17,-3.829930722787802,-4.915625994631403,0.84,42,3.747899617557152,3.990962890032367,0.1832235149665227,-2.6277968883514404,-0.15036845207214355,1.4602177143096924,-6.375696634505615,-3.829930722787802,1.4600706398742112,-0.01092686918519365,0.005
18,-3.771049668129431,-4.887211939073794,0.83,42,3.76654869787181,4.058261076950627,0.22982699282737976,-2.6052732467651367,-0.1334526538848877,1.4713122844696045,-6.371821727378016,-3.771049668129431,1.484609788304223,-0.03509906682098156,0.005
19,-3.7722912290206088,-4.886861226623299,0.83,42,3.7653697062505467,4.0554989289256875,0.2281955014100286,-2.6057348251342773,-0.1339009404182434,1.4712833166122437,-6.371104667134403,-3.7722912290206088,1.484243440511103,-0.034394288094043726,0.005
20,-4.577681675230975,-5.342834265060112,0.51,93,5.17464728369843,5.617707139949962,0.30205712145601493,-1.4966593980789185,-0.17989329993724823,1.314864158630371,-6.6713068330241345,-4.577681675230975,1.328472567964022,-0.04945191839365595,0.021319501027492718
21,-3.7723058850337314,-4.886858205698656,0.83,42,3.765357316596208,4.055469540947555,0.22817797170527185,-2.6057403087615967,-0.13390639424324036,1.4712830781936646,-6.371097686303554,-3.7723058850337314,1.4842394806048986,-0.03438673055499916,0.005
22,-3.7704862980820657,-4.887496594153415,0.83,42,3.7673698539401492,4.059957184866853,0.23071960720663218,-2.6049282550811768,-0.13319139182567596,1.4713263511657715,-6.37229807057633,-3.7704862980820657,1.4848014764229154,-0.03547992291596526,0.005001009760193855
23,-3.723191733443135,-4.892032933436544,0.82,93,3.809093846474265,4.136615455746821,0.2660868183872538,-2.582218885421753,-0.12468592822551727,1.4794433116912842,-6.3913129138391955,-3.723191733443135,1.4992799804026515,-0.049912504560382334,0.005060461582614044
24,-3.769529399504953,-4.887669493039246,0.83,42,3.7680030499420845,4.061615829808572,0.23179013221280026,-2.604724645614624,-0.13288514316082,1.4713661670684814,-6.372727897616455,-3.769529399504953,1.4850584045772097,-0.03594038636310233,0.005
