step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_mean,dim_var
0,-4.292986521757703,-5.032672722163343,0.72,93,4.40950309185094,4.698658268212897,0.19964366326571978,-2.0889344215393066,-0.09194831550121307,1.4661834239959717,-6.498437718281212,-4.292986521757703,1.4657649961178694,0.0,0.01
1,-5.303338363143679,-5.944043460904089,0.21,44,6.086271188243788,6.537289726139245,0.2685557580956389,-0.7649710774421692,-0.0428997203707695,0.855390191078186,-6.85124229511575,-5.303338363143679,0.907198834211661,0.008655839214191864,0.045728332004140476
2,-4.833782275719884,-5.832165766610108,0.24,44,5.972384310771251,6.402868508850883,0.2796052251500852,-0.8321999311447144,-0.03482116758823395,0.9308497309684753,-6.804584229920531,-4.833782275719884,0.9724184633104231,0.04843729940013097,0.03969984490249929
3,-5.213493001161077,-5.958993063202014,0.21,44,6.103499600271253,6.553236612149477,0.26886100249244616,-0.7598506808280945,-0.03904898464679718,0.8536598682403564,-6.863350360746055,-5.213493001161077,0.9043572975440406,0.019999408962314252,0.045900631000913183
4,-5.498668998130705,-5.9251974015108875,0.2,44,6.063753619442645,6.5221201431352185,0.2812879585842473,-0.7710468173027039,-0.05351777747273445,0.8511860966682434,-6.834800449150565,-5.498668998130705,0.9096030476396776,-0.01610926403058035,0.045875596712598
5,-5.222951957637909,-5.736970385280868,0.27,54,5.831853078773906,6.287054079026364,0.29059616376158465,-0.9085100293159485,-0.07611909508705139,0.9593098163604736,-6.740363146236827,-5.222951957637909,1.0033927609559592,-0.031142628153267876,0.03799297527497908
6,-4.496920003335351,-5.15524083735991,0.51,25,5.044710170889096,5.355215266179692,0.2501899768886468,-1.5501235723495483,-0.040498651564121246,1.4265363216400146,-6.594833940381007,-4.496920003335351,1.439593103021097,0.04870427748874587,0.0170640359016138
7,-4.438259938614221,-5.0454184223774305,0.69,73,4.523991296580254,4.80305461851883,0.20244946811114495,-1.989349365234375,-0.06579345464706421,1.4706021547317505,-6.513340723207415,-4.438259938614221,1.4679223008299846,0.016122652126508916,0.01095393684688542
8,-5.443222826441819,-5.900840584775655,0.21,54,6.038281900191414,6.497979331394364,0.28617554373991566,-0.7809309363365173,-0.05699651315808296,0.8589848875999451,-6.8192128545210835,-5.443222826441819,0.9183722697454283,-0.02201282236135283,0.045105356851935945
9,-5.069749278930351,-5.516933507322532,0.33,25,5.605196447276776,5.9881299959901115,0.2692730143390705,-1.0873217582702637,-0.07497730851173401,1.143064260482788,-6.692518176638788,-5.069749278930351,1.1755846693162555,0.0499931975908333,0.028593094867677065
10,-4.3012514462279965,-5.052817440909907,0.67,25,4.586394224421443,4.8688140841722065,0.22469908406393216,-1.9458074569702148,-0.0523064099252224,1.4782112836837769,-6.532201846831798,-4.3012514462279965,1.4793844059218912,0.03951808063133121,0.011104824818652086
