step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,param_bins,param_multichannel
0,-1.995706642025749,-5.689505047920168,0.848,969,4.587345666886597,9.222562837652394,1.1476911233498284,-2.798135757446289,-0.0064966254867613316,1.4950181245803833,-7.38548133750056,-1.995706642025749,1.6959762895803923,256,True
1,-2.054785407281154,-5.348801642264488,0.908,969,3.967921193627473,8.220106254014402,1.1667103521103759,-3.04667329788208,-0.008013080805540085,1.3854657411575317,-7.0145945763316195,-2.054785407281154,1.6657929340671316,256,False
2,-1.9201902561301876,-5.699439929185436,0.85,969,4.6047109064219205,9.179088625227095,1.1834302854745185,-2.808770179748535,-0.006669900380074978,1.4875209331512451,-7.413481232127331,-1.9201902561301876,1.7140413029418942,128,True
3,-1.938332799435209,-5.361691668860724,0.911,969,3.976903551225486,8.539818849258067,1.1867543632475475,-3.0584120750427246,-0.007713185623288155,1.3763371706008911,-7.035315735970559,-1.938332799435209,1.673624067109835,128,False
4,-2.053060896564687,-5.7152144716760676,0.857,829,4.634440867471189,9.354840931511925,1.2356062613791698,-2.8274009227752686,-0.006408499088138342,1.4787979125976562,-7.461841573233862,-2.053060896564687,1.746627101557794,64,True
5,-2.024712477528435,-5.3799890968002675,0.914,829,3.9958094860104127,9.099823986032911,1.212603370356053,-3.0796964168548584,-0.0071760984137654305,1.370951771736145,-7.075506009990651,-2.024712477528435,1.695516913190383,64,False
