step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,param_bins,param_multichannel
0,-3.818585851996511,-6.239445237733207,0.87,28,4.637066340628709,7.364309562579907,1.0424992822055514,-2.9425265789031982,-0.4531403183937073,1.2852479219436646,-7.579592934433067,-3.818585851996511,1.3401476966998598,256,True
1,-2.8748469752637567,-5.823322925983035,0.91,28,4.10566289424697,7.308790073242415,1.2214782621824527,-3.2155356407165527,-0.36480778455734253,1.2023208141326904,-7.321198613343633,-2.8748469752637567,1.4978756873605978,256,False
2,-3.8038784997540294,-6.236571319422023,0.87,28,4.671540165080486,7.944323428716033,1.0840306745333557,-2.9469287395477295,-0.47553208470344543,1.2741433382034302,-7.618468687369285,-3.8038784997540294,1.3818973679472624,128,True
3,-2.8160893296091394,-5.814093118118496,0.91,28,4.1182638016490465,7.259999632079958,1.23329442500952,-3.21659779548645,-0.38061174750328064,1.2026509046554565,-7.334861731245946,-2.8160893296091394,1.5207686131274494,128,False
4,-3.806406561211361,-6.228368109041972,0.89,28,4.698284222748783,8.506969433798043,1.1395079545407856,-2.9565601348876953,-0.4380550682544708,1.2537658214569092,-7.654844276574161,-3.806406561211361,1.4264761675321895,64,True
5,-2.7508468797041497,-5.831505176291409,0.92,28,4.142425158180481,7.640754602872377,1.259048277346396,-3.2427637577056885,-0.40417051315307617,1.19266676902771,-7.385188866414313,-2.7508468797041497,1.553683690122904,64,False
