step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_sigma
0,-1.0678600857704177,-2.0168480341220665,0.458,873,2.083177018668367,3.447078867623054,0.42288135723020204,-1.36098051071167,-0.003699700813740492,1.3003782033920288,-3.4441574457323685,-1.0678600857704177,1.4273094116103022,0.1
1,-1.7842751284798433,-3.1338712891719074,0.006,873,2.8878392620859215,4.7170636392940155,0.6109686050168552,-0.887249767780304,-0.20316068828105927,0.20068073272705078,-3.7750890713659593,-1.7842751284798433,0.6412177821940519,0.5906928082204994
2,-2.2617445282111195,-3.615091219418203,0.003,165,3.011191799197837,4.841200577545451,0.6438622425441959,-1.296268343925476,-0.35697320103645325,0.20535077154636383,-4.30746004939501,-2.2617445282111195,0.6923688299768063,0.9060233040910903
3,-2.3249047688612965,-3.7597606761065014,0.003,165,3.0259699868169383,4.84590153969453,0.6498911838286469,-1.4400078058242798,-0.4009925127029419,0.23118725419044495,-4.465977742424306,-2.3249047688612965,0.7062170663178042,0.9845292640612966
4,-1.7157769722335106,-3.153853003317985,0.006,873,2.970969424167654,4.858806015662943,0.6301483821272754,-0.8411414623260498,-0.2553670108318329,0.159031942486763,-3.8121109018717023,-1.7157769722335106,0.6582578985537177,0.7733965878549843
5,-1.6445789300607476,-3.1590107507032945,0.004,412,2.942609489610861,4.82485136985827,0.6220556971932996,-0.8672724366188049,-0.24505285918712616,0.16569679975509644,-3.8098819782794227,-1.6445789300607476,0.6508712275761281,0.7029941487269111
6,-2.264893560803893,-3.6216858025236496,0.003,165,3.0120419867130024,4.841180010970685,0.6442046146094228,-1.3026211261749268,-0.36053267121315,0.20608443021774292,-4.3146631267758115,-2.264893560803893,0.6929773242521617,0.9098138820200901
7,-1.4911647391259406,-2.7832285435058006,0.011,165,2.686623082059292,4.62403025193819,0.5733133752853018,-0.727009654045105,-0.0023073330521583557,0.2639468312263489,-3.41363276007664,-1.4911647391259406,0.6304042165708393,0.3455182860972546
8,-2.2641383699545887,-3.620105776220603,0.003,165,3.011918273434586,4.841185198873388,0.6441547299496756,-1.3010175228118896,-0.3600199520587921,0.20580407977104187,-4.312935839638658,-2.2641383699545887,0.6928300634180548,0.909263127677156
9,-1.2359462213651669,-2.321795751726712,0.045,873,2.4407653549982524,4.284102004048051,0.5329228879430237,-0.5483222007751465,-0.0006989298271946609,0.4098895192146301,-2.9890875509509525,-1.2359462213651669,0.6672917992242406,0.19668798128264803
10,-1.7007583864009734,-3.1994643593618024,0.004,412,2.9562558547316162,4.847640068109297,0.6257013565379029,-0.9047358632087708,-0.2466089427471161,0.1792616844177246,-3.860991728102978,-1.7007583864009734,0.6615273687411756,0.7358454560495398
11,-0.8447951573449278,-2.560314343477075,0.823,873,1.6530538016988598,2.571424053361685,0.30330931806740447,-2.4401133060455322,-0.003033944172784686,1.496796727180481,-4.093166865715774,-0.8447951573449278,1.5328525222386984,0.057136551225560585
12,-1.0626309024776375,-2.022865741998031,0.23,873,2.229479407290274,3.684776297557797,0.4732129212628527,-0.8727453351020813,-0.005933328531682491,0.9272527098655701,-3.10222478044899,-1.0626309024776375,1.079359038450959,0.12790530384395016
13,-1.063071139500155,-1.985291512623329,0.348,873,2.1593701689626714,3.582714837357853,0.4498867237152592,-1.0837066173553467,-0.008132115006446838,1.1156880855560303,-3.243076842735677,-1.063071139500155,1.257785330112348,0.11309268513563543
14,-1.0538324636131575,-1.9868516527724103,0.356,873,2.154831743214186,3.575516649136032,0.44825689879133507,-1.0999040603637695,-0.007820949889719486,1.1262565851211548,-3.254735786661412,-1.0538324636131575,1.267884133889002,0.112221429545045
15,-1.5841688046094127,-2.9481938476626306,0.008,165,2.799797825153096,4.681011290915307,0.5951808903151402,-0.7686370015144348,-0.05702478066086769,0.1995251327753067,-3.5684348671912387,-1.5841688046094127,0.6202410195286082,0.4564632477381851
16,-1.0539216004238599,-1.9868924430655908,0.356,873,2.154896172713274,3.575617703821987,0.44828021149958747,-1.099727988243103,-0.00782515574246645,1.1260907649993896,-3.2546242365359976,-1.0539216004238599,1.2677317934704069,0.11223373802246181
17,-1.0539369038698385,-1.986898961349474,0.356,873,2.1549069775137157,3.5756346515853337,0.4482841230171023,-1.099698781967163,-0.007825876586139202,1.126063585281372,-3.254605781804681,-1.0539369038698385,1.267706820455207,0.11223580260047883
18,-1.0540216261892095,-1.9869376868685151,0.356,873,2.15496752887019,3.5757295585973283,0.4483060140298626,-1.0995336771011353,-0.00782984122633934,1.1259076595306396,-3.254501241265657,-1.0540216261892095,1.267563554397142,0.11224736997390675
19,-1.0541838814725693,-1.987006999360766,0.356,873,2.155074188867012,3.5758967457355233,0.44834454211293023,-1.0992424488067627,-0.007837049663066864,1.125631332397461,-3.2543166255740323,-1.0541838814725693,1.2673096262132664,0.11226774886336259
20,-1.0542745315559783,-1.9867088558132098,0.355,873,2.1551344261938037,3.5759914630231884,0.4483663118302959,-1.0988324880599976,-0.007841015234589577,1.1255638599395752,-3.2539670031206014,-1.0542745315559783,1.2672581473073916,0.11227926287285371
21,-1.0545041006364089,-1.986467133169171,0.354,873,2.155293928582831,3.576240651897446,0.44842399898723323,-1.0982002019882202,-0.007851707749068737,1.1252224445343018,-3.2534941877989607,-1.0545041006364089,1.2670270546297897,0.11230976094367934
22,-1.0546814968389606,-1.9865525105918822,0.354,873,2.1554200811770317,3.576438557094023,0.44846958726978137,-1.0978587865829468,-0.00786029826849699,1.124895453453064,-3.253278966873189,-1.0546814968389606,1.2667264562813068,0.1123338877457797
23,-1.0548571875377855,-1.9866394380117094,0.354,873,2.155547767720251,3.5766397359380946,0.4485155446507899,-1.0975127220153809,-0.007869250141084194,1.124562382698059,-3.253060471311277,-1.0548571875377855,1.2664210332995678,0.11235830858789417
24,-1.0547328286879452,-1.9865783379026951,0.354,873,2.1554573907064905,3.576497273092209,0.44848307732961523,-1.0977575778961182,-0.007863001897931099,1.1247975826263428,-3.253215004139084,-1.0547328286879452,1.266636666236389,0.11234102593104787
