step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_mean,dim_var
0,-1.4793112728585152,-5.365108328306625,0.414,182,5.584352005208026,6.963937316210118,0.8572312810973197,-1.2444206476211548,-0.0006479931762441993,1.3097436428070068,-6.828772644762647,-1.4793112728585152,1.4636643164560217,0.0,0.2
1,-1.8485031526825926,-6.495891238325652,0.139,182,6.983353682050371,8.323519111172484,0.9523898853946364,-0.640405535697937,-0.006071244366466999,0.7668821215629578,-7.623759178756625,-1.8485031526825926,1.1278679404309735,0.08655839214191863,0.9098203423096322
2,-1.956864864124403,-6.215920074687078,0.248,182,6.606624221985985,7.844204374602176,0.8657131704456676,-0.8604285717010498,-0.0007039401680231094,1.059320330619812,-7.467052830255649,-1.956864864124403,1.251132755568571,0.48437299400130973,0.7825522812749849
3,-1.9015283563742014,-6.4549969193992975,0.156,182,6.923308902945928,8.224270670367456,0.9237263248237415,-0.6747422814369202,-0.004064044915139675,0.8328468203544617,-7.598051236055884,-1.9015283563742014,1.143054316656586,0.19999408962314258,0.9134577655748339
4,-1.805655194145112,-6.552467041088967,0.093,182,7.10325904854631,8.50008063986773,1.0200953605054903,-0.550159752368927,-0.004334711469709873,0.5984315276145935,-7.653418802401162,-1.805655194145112,1.100951761312195,-0.16109264030580345,0.9129292639326244
5,-1.753417165794316,-6.422383973076214,0.084,182,7.017466024041017,8.66955536481385,1.0569420683861088,-0.536212682723999,-0.004701203666627407,0.5716996192932129,-7.553678737043243,-1.753417165794316,1.131294763967029,-0.31142628153267876,0.7465183669162251
6,-1.827026938489499,-5.6285174466907515,0.506,560,5.689401752023556,6.97685961447512,0.8333296428284953,-1.5237032175064087,-0.000299200473818928,1.4594147205352783,-7.213104940878291,-1.827026938489499,1.58458749418754,0.4870427748874586,0.3046852023674023
7,-1.4863390591580392,-5.280269815451669,0.522,560,5.299972000408496,6.653259380224295,0.795105021008752,-1.573809027671814,-0.0006642162916250527,1.4846606254577637,-6.873781004369826,-1.4863390591580392,1.5935111889181568,0.16122652126508918,0.17569422232313664
8,-1.7988508378080252,-6.543037721820456,0.085,182,7.113031796523968,8.592861921922418,1.035605864531166,-0.5371601581573486,-0.0038046403788030148,0.5743223428726196,-7.650191896995662,-1.7988508378080252,1.107154175175206,-0.2201282236135283,0.896668644651981
9,-1.8946631723284004,-5.956014034094621,0.347,182,6.250364970701484,7.513721472921403,0.8520319433754017,-1.0866774320602417,-0.00047754720435477793,1.2280025482177734,-7.337042506558704,-1.8946631723284004,1.381028472464083,0.49993197590833294,0.5480764472065157
10,-1.6300177503696311,-5.400402269825491,0.61,560,5.226695827471651,6.577627455916555,0.8015794860915942,-1.833864450454712,-0.0005313377478159964,1.5438312292099,-7.060560324640397,-1.6300177503696311,1.660158054814906,0.3951808063133121,0.17887963506043292
11,-1.3068617422707827,-4.9031691014399,0.792,560,4.092348184565851,5.330812526799733,0.654773365265925,-2.432429790496826,-0.0172561164945364,1.5308880805969238,-6.524778000066826,-1.3068617422707827,1.621608898626926,0.12889640776240607,0.05
12,-1.4862528176238674,-5.262270422133133,0.392,182,5.543931272360082,7.773824177096026,0.9203567163109592,-1.1949987411499023,-0.001227476284839213,1.274320363998413,-6.7389301168900495,-1.4862528176238674,1.4766596947569162,-0.5,0.05
13,-1.1658322256900038,-4.74638505481479,0.735,560,4.143243275710424,5.420337205630568,0.6667930879025414,-2.2529163360595703,-0.005834999959915876,1.5549789667129517,-6.396159504105845,-1.1658322256900038,1.6497744492910549,0.01503315096506097,0.05
14,-1.1341561859115579,-4.721097137789055,0.697,560,4.287636109659148,5.699976130910128,0.7077366554745856,-2.0876805782318115,-0.003342605894431472,1.5485674142837524,-6.375316578258693,-1.1341561859115579,1.6542194404696378,-0.08152029248771736,0.05
15,-1.1352248096830677,-4.72382419766153,0.696,560,4.297490845318841,5.7149944335842715,0.7102217611253698,-2.0799875259399414,-0.0032253966201096773,1.547113060951233,-6.377478420379297,-1.1352248096830677,1.6536542227177662,-0.08653014382826335,0.05
