step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_size
0,-1.205543456993936,-2.4400870125786507,0.68,609,2.1430725827715515,4.178051437679231,0.5957906934686259,-1.695159912109375,-0.09701715409755707,1.267691969871521,-3.8382324985019087,-1.205543456993936,1.398145485923258,5.0
1,-1.312028604762491,-3.203479478372863,0.028,867,3.228669992814591,4.980053145862559,0.6552848379493711,-0.659299910068512,-0.11799326539039612,0.1905883550643921,-3.887969966347148,-1.312028604762491,0.6844904879742855,29.74136121495401
2,-2.048957911738471,-3.5758921546517297,0.013,766,3.539448492579736,5.170632426911247,0.6677562364713232,-0.7371785640716553,-0.12743423879146576,0.18451087176799774,-4.27662712501792,-2.048957911738471,0.7007349703661901,45.34862818228629
3,-2.0693732801673432,-3.6617853931101703,0.008,592,3.6014940724934874,5.234773433648397,0.6707076372573446,-0.7643408179283142,-0.1224028617143631,0.1815914660692215,-4.365834855165654,-2.0693732801673432,0.7040494620554839,49.23427670606418
4,-1.8631738909495614,-3.4381379668138803,0.012,867,3.4225175192377426,5.102301112984715,0.662690933679612,-0.7152170538902283,-0.13870055973529816,0.18772976100444794,-4.13773456464921,-1.8631738909495614,0.6995965978353298,38.784275560499225
5,-1.63721530686437,-3.3836614216462664,0.019,867,3.3530006729620196,5.059252696011612,0.6599167935752993,-0.7254225015640259,-0.15839114785194397,0.19813014566898346,-4.0784231053697555,-1.63721530686437,0.6947616837234891,35.299710391533985
6,-2.0551626598539903,-3.5804415675349524,0.013,766,3.5425561408065196,5.172366977093571,0.6678968670801532,-0.7386000752449036,-0.12840323150157928,0.18469439446926117,-4.2811562534682395,-2.0551626598539903,0.7007146859332872,45.5362426454388
7,-1.037637911066799,-2.790254566015934,0.127,867,2.8697495541988545,4.810010700264175,0.643661828790962,-0.6620070934295654,-0.037118617445230484,0.37672895193099976,-3.53175658320325,-1.037637911066799,0.7415020171873156,17.606460625015632
8,-2.054253988190892,-3.57980522147394,0.013,766,3.5421052190079636,5.172115611269594,0.6678765223689382,-0.7384196519851685,-0.12828904390335083,0.1846744865179062,-4.280524888367886,-2.054253988190892,0.7007196668939459,45.508983087051156
9,-1.369287640710568,-2.519893962434038,0.352,609,2.5350441190059367,4.494850048300731,0.6279944934173528,-0.9795130491256714,-0.12820258736610413,0.7675876617431641,-3.5145571921075764,-1.369287640710568,0.9946632296735386,10.240112204898741
