step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,param_blindness_type
0,-1.0769070817389585,-4.337811628358981,0.921,92,2.444609871244452,7.930624797691531,1.0709818067270154,-3.5820744037628174,-0.00110836629755795,1.394653558731079,-6.026684293625455,-1.0769070817389585,1.6888726652664738,protanopia
1,-1.0742836630879204,-4.4974197624051415,0.939,783,2.507690937864526,7.582324917587186,1.1092149599461358,-3.6528589725494385,-0.00011921639816137031,1.3282606601715088,-6.160549875938156,-1.0742836630879204,1.6631301135330148,deuteranopia
