step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_amount,dim_salt_vs_pepper
15,-0.9808045378803119,-1.648059153583868,0.66,15,1.0973778294042695,1.4740198000071822,0.1890295217905517,-2.4468915462493896,-0.0011349201668053865,1.9073184728622437,-3.5442692424430993,-0.9808045378803119,1.8962100888592313,0.061256268867103156,0.01
16,-0.9820023330128209,-1.6674430196277008,0.67,15,1.0949063250490998,1.4707399877981073,0.1886261434487935,-2.4610676765441895,-0.0009899268625304103,1.8986703157424927,-3.555973844948325,-0.9820023330128209,1.888530825320624,0.061140020579718186,0.01
17,-1.1668562777068154,-1.7696481637845582,0.64,15,1.2892175198180507,1.7316026922078291,0.2223850920534854,-2.3587300777435303,-0.0008921429398469627,1.895007610321045,-3.6479476382702734,-1.1668562777068154,1.878299474485715,0.07259046223639617,0.01
18,-0.46522011161016796,-1.5611788265568731,0.71,15,0.8043803514149626,1.0819773345670793,0.1387807097567221,-2.6396913528442383,-0.0005655695567838848,1.8855890035629272,-3.4440719031594345,-0.46522011161016796,1.8828930766025613,0.04399119780449486,0.01
19,-0.46957699080856735,-1.5729823444729152,0.71,15,0.8191920444728156,1.102125354964605,0.14139240597152394,-2.6456542015075684,-0.0004963914398103952,1.895007610321045,-3.4648464889944575,-0.46957699080856735,1.8918641445215423,0.04505020383984838,0.01
20,-0.4936065981818262,-1.5459702860799651,0.72,15,0.7848377533381572,1.0559801785605758,0.1352610335746857,-2.637690782546997,-0.0005962241557426751,1.8790180683135986,-3.4225283787302896,-0.4936065981818262,1.8765580926503245,0.04282616893765704,0.01
21,-0.4837021162590527,-1.547087389422567,0.72,15,0.7778023411934476,1.0463246641074915,0.1339672186255175,-2.640176773071289,-0.00046585919335484505,1.8731499910354614,-3.41797885696883,-0.4837021162590527,1.870891467546263,0.042446453348132976,0.01
22,-0.7461000670636315,-1.8238959655503135,0.76,26,0.8265284560842493,1.0685094039275465,0.12066908046873993,-2.793210506439209,-0.005944720935076475,1.8134068250656128,-3.619738637720053,-0.7461000670636315,1.7958426721697396,0.03319490115127541,0.99
23,-0.4895304975116272,-1.521013846387376,0.7,15,0.7687460709828118,1.0339448855180209,0.1323726061992671,-2.634159564971924,-0.00020851878798566759,1.885360598564148,-3.402905758363409,-0.4895304975116272,1.8818919119760331,0.04195502520367119,0.01
24,-0.4618536334022576,-1.6103076571549353,0.72,15,0.7836753074867258,0.9771517308651166,0.10208369847972582,-2.6881964206695557,-0.0011943555437028408,1.8605843782424927,-3.4718717164204524,-0.4618536334022576,1.8615640592655172,0.041162649139771294,0.11629486911784065
