step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_amount,dim_salt_vs_pepper
0,-1.004674815880076,-1.8718248496378809,0.71,15,1.0659906014734708,1.1497175663597117,0.04418031178872216,-2.675985097885132,-0.0003213206655345857,1.8738741874694824,-3.7419756110081033,-1.004674815880076,1.8701507613702224,0.05,0.5
1,-2.667923562544099,-3.101490739212873,0.43,33,3.253495464678848,3.9982727513048983,0.3995315738045439,-1.6590473651885986,0.0,1.8432613611221313,-4.912542805506231,-2.667923562544099,1.8110520662933578,0.15077401411406047,0.8969725636457258
2,-4.048785904731902,-4.377679913162371,0.25,33,4.723227876663593,5.497382856714743,0.4274388244082584,-1.0431280136108398,-2.908749047492165e-05,1.4461133480072021,-5.76635580256613,-4.048785904731902,1.388675889403759,0.24624951856031432,0.7656855112099844
3,-3.00468409522994,-3.5005341918126165,0.35,33,3.7324395901975067,4.592760235085315,0.459983933126194,-1.4444966316223145,-1.1920930376163597e-07,1.7213855981826782,-5.176936287110808,-3.00468409522994,1.6764020952981922,0.17799858150955422,0.900724852908776
4,-1.7979226935415717,-2.2442778964127577,0.55,5,2.0787498322910976,2.5572664913937366,0.2583231155562956,-2.061234712600708,-0.0004470155108720064,1.9031319618225098,-4.139984644720273,-1.7979226935415717,1.895706748307515,0.09133776632660716,0.900179661741023
5,-1.1237788160667892,-1.8041359516194837,0.65,5,1.2497736640631014,1.4485316306311524,0.10864760127134032,-2.404939651489258,-0.0002597311686258763,1.860646367073059,-3.6547133738284145,-1.1237788160667892,1.8505774222089308,0.0552576924321571,0.7285136837662111
6,-3.2624435416694437,-3.8422681661031577,0.29,15,4.217597649100301,4.65977162867096,0.2930728222517509,-1.05860435962677,-0.00016726461763028055,1.4144736528396606,-5.276202050639643,-3.2624435416694437,1.4339338845364857,0.24689026597299008,0.2727278929684782
7,-1.8343396441154773,-2.790979852364999,0.46,15,2.9263998684063783,3.5667486226926997,0.34708082915821464,-1.7003874778747559,-2.5511113562970422e-05,1.8138327598571777,-4.626787302528528,-1.8343396441154773,1.8358074501635284,0.1686943651036214,0.1396635135543936
8,-1.5451527570209136,-2.0636411550622666,0.6,5,1.7780039226828621,2.1693289747791376,0.2155735984288649,-2.1314356327056885,-0.00011051311594201252,1.8563752174377441,-3.9094394076219277,-1.5451527570209136,1.845798252559661,0.07716922633275321,0.8834055492199383
9,-4.233937236891347,-4.2617782952371694,0.28,33,4.574578838552207,4.886998436616649,0.1721798046577544,-1.0228978395462036,-0.0004064670647494495,1.3435403108596802,-5.597476728357815,-4.233937236891347,1.3356984331206456,0.2499836742179999,0.5238051771183004
10,-2.3896972685304845,-3.4499513678158706,0.37,15,3.734611305029073,4.534039507581598,0.43254262846409747,-1.3042150735855103,-1.4305124977909145e-06,1.5628491640090942,-5.03882629306854,-2.3896972685304845,1.58887492525267,0.22484339351519492,0.14294951827286764
11,-0.28346492026598635,-1.9142938573901822,0.86,25,0.24393232645257584,0.29360635788779604,0.02660123939148629,-3.272514581680298,-0.012730102054774761,1.6073683500289917,-3.5164469108057688,-0.28346492026598635,1.6021530534155866,0.01,0.8285174563160949
12,-0.906100533058861,-1.8751444782413462,0.73,23,0.9272907246043048,1.0650453827122315,0.0745858684435219,-2.7731616497039795,-0.010563057847321033,1.8340485095977783,-3.700452207033436,-0.906100533058861,1.8253077287920898,0.040472836791515907,0.7033553746072277
13,-0.1818181161250769,-1.8392985564113142,0.86,77,0.18809028380192458,0.253486167170085,0.03282612081927709,-3.2489817142486572,-0.008901399560272694,1.598107933998108,-3.437071761308384,-0.1818181161250769,1.5977732048970696,0.01,0.01
14,-0.8644952223542034,-1.5746305063003887,0.61,15,1.0690072054521713,1.4361046815883358,0.18418111419032948,-2.434121608734131,-0.0011299076722934842,1.9416602849960327,-3.503128923002032,-0.8644952223542034,1.9284984167016432,0.05965077696277167,0.01
