step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_mean,dim_var
0,-2.7618786097031043,-5.404653565477766,0.49,63,5.524608580376542,6.876003730490086,0.8765288459985766,-1.829689621925354,-1.657022767176386e-05,1.8023743629455566,-7.354298078495566,-2.7618786097031043,1.9496445130178004,0.0,0.2
1,-3.471086879630033,-6.277860239111217,0.28,63,6.9146424899911825,8.166702703131662,0.9530904598653749,-0.9818867444992065,-0.0013936929171904922,1.321365475654602,-7.896529289177651,-3.471086879630033,1.6186690500664347,0.08655839214191863,0.9098203423096322
2,-3.6112879961382585,-6.097568255324077,0.34,63,6.558541042010572,7.7185641130120155,0.8305763603218296,-1.2779046297073364,-0.001515045529231429,1.5555123090744019,-7.836445607440353,-3.6112879961382585,1.7388773521162748,0.48437299400130973,0.7825522812749849
3,-3.508747654281489,-6.274095603251138,0.29,63,6.860089690403597,8.067570237976405,0.9167408438745712,-1.0445640087127686,-0.0014310581609606743,1.3774975538253784,-7.9046536723140655,-3.508747654281489,1.6305580690629276,0.19999408962314258,0.9134577655748339
4,-3.428882408687984,-6.22460483721144,0.21,63,7.022842273086135,8.449986462445505,1.0322274048392326,-0.7652761936187744,-0.0004371764080133289,1.1285557746887207,-7.788118478816469,-3.428882408687984,1.563513641605029,-0.16109264030580345,0.9129292639326244
5,-3.257367389615609,-6.091589522640807,0.18,63,6.929865996224156,8.626036377592108,1.0757382240901847,-0.7148374915122986,-0.0003921562456525862,1.0779179334640503,-7.6447035038215585,-3.257367389615609,1.5531139811807515,-0.31142628153267876,0.7465183669162251
6,-3.258172531360475,-5.878108225637821,0.57,63,5.6519994198182015,6.774451054968494,0.7791798017760366,-2.181499719619751,-0.0007201641565188766,1.9103511571884155,-7.833499175912038,-3.258172531360475,1.9553909502742164,0.4870427748874586,0.3046852023674023
7,-2.603345434507308,-5.537915388330428,0.6,63,5.253796891666688,6.428598496816427,0.7988818135229191,-2.2597198486328125,-7.760825974401087e-05,1.9031487703323364,-7.51351676156669,-2.603345434507308,1.9756013732362616,0.16122652126508918,0.17569422232313664
8,-3.4261367440451824,-6.214355424212809,0.2,63,7.029828629909609,8.548742085727573,1.0498641717614257,-0.7257317900657654,-0.00035506830317899585,1.0864883661270142,-7.755560543660251,-3.4261367440451824,1.5412051194474417,-0.2201282236135283,0.896668644651981
9,-3.692550386195681,-5.940369436526131,0.42,63,6.206599235834407,7.371411018239081,0.8094622262371207,-1.564555048942566,-0.00350265484303236,1.7112387418746948,-7.771154239514695,-3.692550386195681,1.8307848029885643,0.49993197590833294,0.5480764472065157
10,-3.9365508059030354,-5.713456434483346,0.61,36,5.192253171440492,6.316349377923663,0.7543623294878884,-2.461336612701416,-0.0005971784121356905,1.9392428398132324,-7.65359007739152,-3.9365508059030354,1.940133642908174,0.3951808063133121,0.17887963506043292
11,-2.7235088579808875,-5.14921196275714,0.33,63,5.742513420580168,7.678271789191277,0.9955319632793984,-1.202189564704895,-0.000137696202727966,1.521310806274414,-6.944703005378202,-2.7235088579808875,1.7954910426210622,-0.4249242036695662,0.12381648240297241
