step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_mean,dim_var
12,-2.6104350960869724,-5.212546660244847,0.49,63,5.444634453458659,7.2949465887678,0.9363936977902074,-1.7186371088027954,-0.00041982403490692377,1.7605239152908325,-7.163271427964739,-2.6104350960869724,1.950724767719892,-0.5,0.05
13,-2.7197795481436766,-5.450304131702689,0.23,63,6.186899236114561,8.232007399486015,1.0681606534046841,-0.968006432056427,-0.0008058217354118824,1.3745530843734741,-7.154905664502742,-2.7197795481436766,1.704601532800053,-0.5,0.20547532648161554
14,-3.112414063322641,-5.0582200855536525,0.59,15,4.812181967293999,6.456258211955397,0.8321555902505164,-2.2289462089538574,-0.0011707241646945477,1.8661366701126099,-7.041128105660591,-3.112414063322641,1.9829080201069382,-0.30543019430415663,0.05
15,-2.9112646361979118,-5.038708025472686,0.64,15,4.591782241109505,6.186717653355309,0.7961038320233343,-2.3995018005371094,-0.0005293100839480758,1.8662992715835571,-6.991284195568625,-2.9112646361979118,1.952576170095939,-0.23163249673911107,0.05
16,-2.9553145709768502,-5.031665012547879,0.62,15,4.636891197666078,6.24253081911525,0.803656577590078,-2.359649658203125,-0.0005507197347469628,1.8794445991516113,-6.996540757368453,-2.9553145709768502,1.964875744820574,-0.24732542612413216,0.05
17,-2.411321151638842,-5.059189176009701,0.55,63,5.048243568769785,6.772595890533325,0.8718557434785092,-1.9803858995437622,-6.783238495700061e-05,1.826905369758606,-7.028629427460792,-2.411321151638842,1.969440251451091,-0.229477176851982,0.08737495221470809
18,-2.936992676399031,-4.984217509306834,0.67,36,4.406569765001811,5.949514843364401,0.7630638041052712,-2.503297805786133,-0.0013379460433498025,1.8711016178131104,-6.909867656953909,-2.936992676399031,1.9256501476470749,-0.1617008976165803,0.05
19,-2.9640292506523265,-4.993562513889355,0.66,36,4.4423934677819235,5.996882007276542,0.7698106071284531,-2.4812941551208496,-0.0009933874243870378,1.871132731437683,-6.923687814846028,-2.9640292506523265,1.9301253009566735,-0.1761292797386994,0.05
20,-2.7786098978420344,-5.004967008982363,0.72,36,4.110847697770642,5.442835001968927,0.6903042267101723,-2.773918390274048,-0.000430080370279029,1.8573428392410278,-6.884765995422621,-2.7786098978420344,1.8797989864402573,0.00717675880807267,0.05
21,-2.8222948820461013,-4.913843392469223,0.67,36,4.247646521856612,5.720291197175479,0.729421215540262,-2.587512254714966,-0.0007107398705556989,1.89219069480896,-6.8351587433035705,-2.8222948820461013,1.9213153508343475,-0.08829265809853837,0.05
22,-2.8079096304835183,-4.94102018467532,0.69,36,4.223280334436853,5.68011685840199,0.7234681993745262,-2.625227928161621,-0.0006664827815257013,1.8756918907165527,-6.848508377334506,-2.8079096304835183,1.9074881926591853,-0.07485789184947073,0.05
23,-3.778238842817575,-5.967882690578134,0.83,19,4.502722511965262,5.488312759185911,0.6960980107419201,-3.1867516040802,-0.001375607680529356,1.7046669721603394,-7.689473958570456,-3.778238842817575,1.7215912679923226,0.5,0.05
24,-2.8094377739370833,-4.940937280233182,0.69,36,4.226026858072855,5.684750897485465,0.7241536906517411,-2.6227495670318604,-0.0006725665298290551,1.8757675886154175,-6.848776140274257,-2.8094377739370833,1.907838860041075,-0.07641626652861405,0.05
