step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_size
0,-1.0484726349163587,-2.5272463948306827,0.704,873,2.1385909318831606,4.178051437679231,0.5934778704741881,-1.7459471225738525,-0.08729821443557739,1.2552664279937744,-3.884538028558795,-1.0484726349163587,1.3572916337281122,5.0
1,-1.6535404652523362,-3.1930582324500825,0.028,873,3.2198088413992583,4.980053145862559,0.6619505060421786,-0.6672990918159485,-0.07586751133203506,0.19736820459365845,-3.887107900238937,-1.6535404652523362,0.6940496677888545,29.74136121495401
2,-1.8468694704119608,-3.5921619223410803,0.016,873,3.5306464822347636,5.170632426911247,0.6751960316942109,-0.7671154737472534,-0.08924095332622528,0.1960151493549347,-4.297761957695649,-1.8468694704119608,0.7056000353545692,45.34862818228629
3,-2.077352291854652,-3.7648917977500993,0.014,873,3.5928021068866522,5.234773433648397,0.678193415739473,-0.8795440793037415,-0.14974786341190338,0.2164234071969986,-4.472346207379846,-2.077352291854652,0.7074544096297464,49.23427670606418
4,-1.593299765230491,-3.3753642479526884,0.017,873,3.4136087889352114,5.102301112984715,0.6699035722347566,-0.6585499048233032,-0.10635636746883392,0.16788479685783386,-4.072158762885001,-1.593299765230491,0.6967945149323129,38.784275560499225
5,-1.5852360929113518,-3.3249777880047717,0.02,873,3.3440669210575598,5.059252696011612,0.6669671253420448,-0.6750454902648926,-0.13729403913021088,0.17352651059627533,-4.019112376036503,-1.5852360929113518,0.6941345880317313,35.299710391533985
6,-1.855420313003167,-3.5997535577604216,0.016,873,3.5337587057314384,5.172366977093571,0.6753395005912463,-0.7718954086303711,-0.09018777310848236,0.19766104221343994,-4.305654139529872,-1.855420313003167,0.7059005817694504,45.5362426454388
7,-1.3195035078380393,-2.811766935197309,0.114,873,2.861796155093967,4.810010700264175,0.6484521549776955,-0.673386812210083,-0.04568158835172653,0.3338426947593689,-3.5351829834122053,-1.3195035078380393,0.7234160482148962,17.606460625015632
8,-1.8542315345447873,-3.5987153691392058,0.016,873,3.5333070807230396,5.172115611269594,0.6753188332393546,-0.7712668776512146,-0.09004923701286316,0.1974300742149353,-4.304574006758324,-1.8542315345447873,0.7058586376191183,45.508983087051156
9,-1.2941190233372182,-2.5866196883511354,0.371,412,2.5288080452460964,4.494850048300731,0.6301456621940908,-1.0171273946762085,-0.20520620048046112,0.7253249287605286,-3.545935469426604,-1.2941190233372182,0.9593157810754684,10.240112204898741
10,-1.5816988647305386,-3.3512547641819177,0.017,873,3.377234235041398,5.079917572786834,0.6683459834876582,-0.6689611673355103,-0.12857261300086975,0.16964781284332275,-4.046195387028712,-1.5816988647305386,0.6949406228467947,36.925684188310555
11,-1.4483607335395163,-2.9028565863427707,0.978,696,0.9932011972501018,2.049499459338853,0.30368206297622113,-3.1158955097198486,-0.6931471824645996,1.1689105033874512,-4.109096740408156,-1.4483607335395163,1.2062401540653853,1.1770057285270843
12,-1.1225362634616465,-2.448195709018241,0.567,412,2.300074796159261,4.34038478816169,0.6108829059057597,-1.3897308111190796,-0.09613903611898422,1.102343201637268,-3.689805698339337,-1.1225362634616465,1.2416099893210957,6.811103018261494
13,-1.1176361390754286,-2.4369658451838805,0.529,412,2.3455428017770172,4.378832361927713,0.6160108290872927,-1.2871540784835815,-0.07926104217767715,1.0419232845306396,-3.632696869278443,-1.1176361390754286,1.1957310240945627,7.387506656493362
14,-1.1413862576860985,-2.439621068142202,0.503,412,2.377028847755431,4.40229697703155,0.6187680703029889,-1.2249665260314941,-0.07805928587913513,0.9945632815361023,-3.601995285288928,-1.1413862576860985,1.162374217146726,7.811712694161368
15,-1.483653015437405,-3.0081049165435987,0.053,873,3.0274111105377193,4.893220164888615,0.6548157466608793,-0.6775364875793457,-0.05345841869711876,0.2552627921104431,-3.7049476356642663,-1.483653015437405,0.6968427191206675,22.587157688835582
16,-1.1243555026850638,-2.4385760775406897,0.524,412,2.353550695023564,4.385014523260791,0.6167306897724918,-1.2718732357025146,-0.07846549153327942,1.0299628973007202,-3.6254238901651177,-1.1243555026850638,1.1868478126244282,7.492833046263554
17,-1.1100617624162572,-2.445110244949001,0.492,873,2.3901643813141407,4.411441059192596,0.6198624826953918,-1.1999019384384155,-0.08022578060626984,0.9728777408599854,-3.590066336590869,-1.1100617624162572,1.144956091641868,7.997132148829327
18,-1.1188462163604864,-2.4371324970720276,0.528,412,2.347167120439368,4.3800996303588615,0.6161599251563964,-1.2839467525482178,-0.07901118695735931,1.0395623445510864,-3.631113881421643,-1.1188462163604864,1.1939813843496152,7.408753554737141
19,-1.1188949965521262,-2.437163137760692,0.528,412,2.3472342590672133,4.380151849218253,0.6161660464556149,-1.2838283777236938,-0.07900293171405792,1.0394572019577026,-3.631062592102325,-1.1188949965521262,1.1938994543416328,7.40963294679587
20,-1.1189170336866558,-2.437190904508821,0.528,412,2.3472960744191647,4.38019996323697,0.616171777195391,-1.2837189435958862,-0.07899492979049683,1.0393604040145874,-3.631015100381219,-1.1189170336866558,1.1938241958723983,7.410443219584274
21,-1.2901132308386303,-2.6818816330449087,0.209,873,2.716975267730891,4.695449226997466,0.6415526994449007,-0.7670695185661316,-0.09733343869447708,0.48883169889450073,-3.484044797703862,-1.2901132308386303,0.8021631646589532,14.008749071530064
22,-1.1196334008455748,-2.4375754115508554,0.528,412,2.348139458365821,4.380854693301876,0.6162479033257557,-1.2822377681732178,-0.07889527827501297,1.0380462408065796,-3.630377210751259,-1.1196334008455748,1.1928017992004032,7.421495856496566
23,-1.1197125125398908,-2.437627363461071,0.528,412,2.34825644577949,4.380945399110271,0.616258511646117,-1.2820322513580322,-0.07887972891330719,1.0378652811050415,-3.630288594915556,-1.1197125125398908,1.192661231454485,7.423030555546834
24,-1.119836833458994,-2.43767225680023,0.528,412,2.3483549700149933,4.38102171819748,0.6162672935954331,-1.2818591594696045,-0.0788673460483551,1.0377118587493896,-3.630213994711045,-1.119836833458994,1.1925417379108147,7.42432289331056
